numberArgument,numberAdvocate,nameAdvocate,homeAdvocate,selfAdvocate,argsAdvocate,dateArgument,caseInfo,citeInfo,corrections
1056,460,"Lisa S. Blatt","",false,18,"Nov. 1, 2004","Stewart v. Dutra Construction Company, 543 U.S. 481 (2005)","2004 J. Sup Ct. U.S. 245",""
1057,585,"Frances T. Grunder","",false,1,"Nov. 2, 2004","Johnson v. California, 543 U.S. 499 (2005)","2004 J. Sup Ct. U.S. 248",""
1058,465,"Patricia A. Millett","",false,18,"Nov. 3, 2004","Small v. United States, 544 U.S. 385 (2005)","2004 J. Sup Ct. U.S. 249",""
1059,521,"Maureen A. Hart","",false,2,"Nov. 8, 2004","Devenpeck v. Alford, 543 U.S. 146 (2004)","2004 J. Sup Ct. U.S. 263",""
1060,586,"Linda J. Thompson","",false,1,"Nov. 8, 2004","Shepard v. United States, 544 U.S. 13 (2005)","2004 J. Sup Ct. U.S. 263",""
1061,587,"Laura W. Brill","",false,1,"Nov. 9, 2004","Pasquantino v. United States, 544 U.S. 349 (2005)","2004 J. Sup Ct. U.S. 265-266",""
1062,588,"Lisa Madigan","",false,1,"Nov. 10, 2004","Illinois v. Caballes, 543 U.S. 405 (2005)","2004 J. Sup Ct. U.S. 267",""
1063,589,"Andrea N. Cortina","",false,1,"Nov. 10, 2004","Brown v. Payton, 544 U.S. 133 (2005)","2004 J. Sup Ct. U.S. 267",""
1064,590,"Sharon C. Samek","",false,1,"Nov. 30, 2004","Hall v. United States, 542 U. S. 88, 101 (2004)","2004 J. Sup Ct. U.S. 322",""
1065,391,"Pamela S. Karlan","",false,3,"Dec. 1, 2004","Rousey v. Jacoway, 544 U.S. 320 (2005)","2004 J. Sup Ct. U.S. 324",""
1066,591,"Coli C. McKiever","",false,1,"Dec. 1, 2004","Rousey v. Jacoway, 544 U.S. 320 (2005)","2004 J. Sup Ct. U.S. 324",""
1067,592,"Cathryn A. Neaves","",false,1,"Dec. 1, 2004","Smith v. Massachusetts, 543 U.S. 462 (2005)","2004 J. Sup Ct. U.S. 324",""
1068,553,"Gena A. Bunn","",false,3,"Dec. 6, 2004","Miller-El v. Dretke, 545 U.S. 231 (2005)","2004 J. Sup Ct. U.S. 346",""
1069,392,"Kathleen M. Sullivan","",false,3,"Dec. 7, 2004","Swedenburg v. Kelly, 544 U.S. 460 (2005)","2004 J. Sup Ct. U.S. 348",""
1070,593,"Caitlin J. Halligan","",false,1,"Dec. 7, 2004","Swedenburg v. Kelly, 544 U.S. 460 (2005)","2004 J. Sup Ct. U.S. 348",""
1071,460,"Lisa S. Blatt","",false,19,"Jan. 10, 2005","Bates v. Dow Agrosciences LLC, 544 U.S. 431 (2005)","2004 J. Sup Ct. U.S. 426",""
1072,593,"Caitlin J. Halligan","",false,2,"Jan. 11, 2005","City of Sherrill, New York v. Oneida Indian Nation of New York, 544 U.S. 197 (2005)","2004 J. Sup Ct. U.S. 427",""
1073,594,"Amy Zapp","",false,1,"Jan. 18, 2005","Rompilla v. Beard, 545 U.S. 374 (2005)","2004 J. Sup Ct. U.S. 450",""
1074,595,"Traci L. Lovitt","",false,1,"Jan. 18, 2005","Rompilla v. Beard, 545 U.S. 374 (2005)","2004 J. Sup Ct. U.S. 450",""
1075,596,"Rosemary E. Percival","",false,1,"Mar. 1, 2005","Deck v. Missouri, 544 U.S. 622 (2005)","2004 J. Sup Ct. U.S. 659",""
1076,597,"Cheryl C. Nield","",false,1,"Mar. 1, 2005","Deck v. Missouri, 544 U.S. 622 (2005)","2004 J. Sup Ct. U.S. 659",""
1077,598,"Janice L. Bergmann","",false,1,"Mar. 22, 2005","Dodd v. United States, 545 U.S. 353 (2005)","2004 J. Sup Ct. U.S. 738",""
1078,599,"Deanne E. Maynard","",false,1,"Mar. 30, 2005","Wilkinson v. Austin, 544 U.S. 74 (2005)","2004 J. Sup Ct. U.S. 766",""
1079,600,"Jennifer L. Smith","",false,1,"Apr. 26, 2005","Bell v. Thompson, 545 U.S. 794 (2005)","2004 J. Sup Ct. U.S. 862",""
1080,330,"Maureen E. Mahoney","",false,13,"Apr. 27, 2005","Anderson v. United States, 544 U.S. 696 (2005)","2004 J. Sup Ct. U.S. 864",""
1081,460,"Lisa S. Blatt","",false,20,"Apr. 19, 2005","Mayle v. Felix, 545 U.S. 644 (2005)","2004 J. Sup Ct. U.S. 830",""
1082,465,"Patricia A. Millett","",false,19,"Apr. 25, 2005","Gonzalez v. Crosby, 545 U.S. 524 (2005)","2004 J. Sup Ct. U.S. 858",""
1083,601,"Jane N. Kirkland","",false,1,"Oct. 11, 2005","Brown v. Sanders, 546 U.S. 212 (2006)","2005 J. Sup Ct. U.S. 250",""
1084,602,"Nina Rivkind","",false,1,"Oct. 11, 2005","Brown v. Sanders, 546 U.S. 212 (2006)","2005 J. Sup Ct. U.S. 250",""
1085,603,"Cindy S. Lee","",false,1,"Oct. 12, 2005","Garcetti v. Ceballos, 547 U.S. 410 (2006)","2005 J. Sup Ct. U.S. 251",""
1086,533,"Bonnie I. Robin-Vergeer","",false,2,"Oct. 12, 2005","Garcetti v. Ceballos, 547 U.S. 410 (2006)","2005 J. Sup Ct. U.S. 252",""
1087,599,"Deanne E. Maynard","",false,2,"Oct. 12, 2005","United States v. Olson, 546 U.S. 43 (2005)","2005 J. Sup Ct. U.S. 252",""
1088,604,"Kim Martin Lewis","",false,1,"Oct. 31, 2005","Central Virginia Community College v. Katz, 546 U.S. 356 (2006)","2005 J. Sup Ct. U.S. 316",""
1089,605,"Kathryn Grill Graeff","",false,1,"Nov. 1, 2005","Maryland v. Blake, 546 U.S. 72 (2005)","2005 J. Sup Ct. U.S. 322",""
1090,606,"Nancy Hollander","",false,1,"Nov. 1, 2005","Gonzales v. O Centro Espirita Beneficente Uniao do Begetal, 546 U.S. 418 (2006)","2005 J. Sup Ct. U.S. 322",""
1091,460,"Lisa S. Blatt","",false,21,"Nov. 2, 2005","Lockhart v. United States, 546 U.S. 142 (2005)","2005 J. Sup Ct. U.S. 324",""
1092,465,"Patricia A. Millett","",false,20,"Nov. 7, 2005","Dolan v. United States Postal Service, 546 U.S. 481 (2006)","2005 J. Sup Ct. U.S. 345",""
1093,379,"Paula K. Smith","",false,2,"Nov. 8, 2005","Georgia v. Randolph, 547 U.S. 103 (2006)","2005 J. Sup Ct. U.S. 349",""
1094,607,"Catherine Baker Chatman","",false,1,"Nov. 9, 2005","Evans v. Chavis, 546 U.S. 189 (2006)","2005 J. Sup Ct. U.S. 351",""
1095,532,"Allison M. Zieve","",false,2,"Nov. 28, 2005","Will v. Hallock, 546 U.S. 345 (2006)","2005 J. Sup Ct. U.S. 418",""
1096,392,"Kathleen M. Sullivan","",false,4,"Nov. 29, 2005","Illinois Tool Works Inc. v. Independent Ink, 547 U.S. 28 (2006)","2005 J. Sup Ct. U.S. 422",""
1097,460,"Lisa S. Blatt","",false,22,"Nov. 30, 2005","Operation Rescue v. National Organization for Women, 547 U.S. 9 (2006)","2005 J. Sup Ct. U.S. 423",""
1098,608,"Kelly A. Ayotte","",false,1,"Nov. 30, 2005","Ayotte v. Planned Parenthood of Northern New England, 546 U.S. 320 (2006)","2005 J. Sup Ct. U.S. 423",""
1099,609,"Jennifer Dalven","",false,1,"Nov. 30, 2005","Ayotte v. Planned Parenthood of Northern New England, 546 U.S. 320 (2006)","2005 J. Sup Ct. U.S. 423",""
1100,600,"Jennifer L. Smith","",false,2,"Jan. 11, 2006","House v. Bell, 547 U.S. 518 (2006)","2005 J. Sup Ct. U.S. 547",""
1101,610,"Lori Freno","",false,1,"Feb. 27, 2006","Arkansas Department of Health and Human Services v. Ahlborn, 547 U.S. 268 (2006)","2005 J. Sup Ct. U.S. 709",""
1102,465,"Patricia A. Millett","",false,21,"Feb. 27, 2006","Arkansas Department of Health and Human Services v. Ahlborn, 547 U.S. 268 (2006)","2005 J. Sup Ct. U.S. 709",""
1103,466,"Brenda Wright","",false,2,"Feb. 28, 2006","Sorrel v. Randall, 548 U.S. 230 (2006)","2005 J. Sup Ct. U.S. 712",""
1104,599,"Deanne E. Maynard","",false,3,"Feb. 28, 2006","Marshall v. Marshall, 547 U.S. 293 (2006)","2005 J. Sup Ct. U.S. 713",""
1105,611,"Nina Perales","",false,1,"Mar. 1, 2006","GI Forum of Texas v. Perry, 547 U.S. 1017 (2006)","2005 J. Sup Ct. U.S. 715-716",""
1106,603,"Cindy S. Lee","",false,2,"Mar. 21, 2006","Garcetti v. Ceballos, 547 U.S. 410 (2006)","2005 J. Sup Ct. U.S. 780",""
1107,533,"Bonnie I. Robin-Vergeer","",false,3,"Mar. 21, 2006","Garcetti v. Ceballos, 547 U.S. 410 (2006)","2005 J. Sup Ct. U.S. 781",""
1108,612,"Jennifer G. Perkell","",false,1,"Mar. 22, 2006","Woodford v. Ngo, 548 U.S. 81 (2006)","2005 J. Sup Ct. U.S. 784",""
1109,613,"Mary H. Williams","",false,1,"Mar. 29, 2006","Bustillo v. Johnson, 546 U.S. 1149 (2006)","2005 J. Sup Ct. U.S. 812",""
1110,465,"Patricia A. Millett","",false,22,"Apr. 17, 2006","Washington v. Recuenco, 548 U.S. 212 (2006)","2005 J. Sup Ct. U.S. 875",""
1111,614,"Rebecca E. Woodman","",false,1,"Apr. 25, 2006","Kansas v. Marsh, 548 U.S. 163 (2006)","2005 J. Sup Ct. U.S. 908",""
1112,204,"Carolyn M. Snurkowski","",false,6,"Apr. 26, 2006","Hill v. McDonough, 547 U.S. 573 (2006)","2005 J. Sup Ct. U.S. 911",""
1113,599,"Deanne E. Maynard","",false,4,"Oct. 4, 2006","MedImmune v. Genetech, 549 U.S. 118 (2007)","2006 J. Sup Ct. U.S 187",""
1114,330,"Maureen E. Mahoney","",false,14,"Oct. 4, 2006","MedImmune v. Genetech, 549 U.S. 118 (2007)","2006 J. Sup Ct. U.S 187",""
1115,615,"Mary L. Perry","",false,1,"Oct. 10, 2006","Norfolk Southern Railway Company v. Sorrell, 549 U.S. 158 (2007)","2006 J. Sup Ct. U.S 222",""
1116,616,"Linda M. Olivieri","",false,1,"Oct. 30, 2006","Williams v. Overton, 547 U.S. 1002 (2006)","2006 J. Sup Ct. U.S 294",""
1117,617,"Mary C. Bonner","",false,1,"Oct. 31, 2006","Lawrence v. Florida, 549 U.S. 327 (2007)","2006 J. Sup Ct. U.S 295",""
1118,618,"Frances A. Forsman","",false,1,"Nov. 1, 2006","Whorton v. Bockting, 549 U.S. 406 (2007)","2006 J. Sup Ct. U.S 298",""
1119,460,"Lisa S. Blatt","",false,23,"Nov. 6, 2006","Marrama v. Citizens Bank of Massachusetts, 549 U.S. 365 (2007)","2006 J. Sup Ct. U.S 318",""
1120,480,"Benna Ruth Solomon","",false,2,"Nov. 6, 2006","Wallace v. Kato, 549 U.S. 384 (2007)","2006 J. Sup Ct. U.S 318",""
1121,520,"Priscilla J. Smith","",false,2,"Nov. 8, 2006","Gonzales v. Carhart, 550 U.S. 124 (2007)","2006 J. Sup Ct. U.S 322",""
1122,619,"Eve C. Gartner","",false,1,"Nov. 8, 2006","Gonzales v. Planned Parenthood Federation of America, 550 U.S. 124 (2007)","2006 J. Sup Ct. U.S 323",""
1123,330,"Maureen E. Mahoney","",false,15,"Dec. 5, 2006","Rockwell International Corp v. United States, 549 U.S. 457 (2007)","2006 J. Sup Ct. U.S 424",""
1124,620,"Maria T. Vullo","",false,1,"Dec. 5, 2006","Rockwell International Corp v. United States, 549 U.S. 457 (2007)","2006 J. Sup Ct. U.S 424",""
1125,436,"Beth S. Brinkmann","",false,21,"Jan. 5, 2007","Limtiaco v. Camacho, 549 U.S. 483 (2007)","2006 J. Sup Ct. U.S 523",""
1126,593,"Caitlin J. Halligan","",false,3,"Jan. 8, 2007","United Haulers Association v. Oneida-Herkimer Solid Waste Management Authority, 550 U.S. 330 (2007)","2006 J. Sup Ct. U.S 524",""
1127,621,"Ann-Michele G. Higgins","",false,1,"Jan. 9, 2007","Sinochem International Co. v. Malaysia International Shipping Corporation, 549 U.S. 422 (2007)","2006 J. Sup Ct. U.S 526",""
1128,330,"Maureen E. Mahoney","",false,16,"Jan. 16, 2007","GEICO General Insurance Company v. Edo, 551 U.S. 47 (2007)","2006 J. Sup Ct. U.S. 547",""
1129,465,"Patricia A. Millett","",false,23,"Jan. 16, 2007","GEICO General Insurance Company v. Edo, 551 U.S. 47 (2007)","2006 J. Sup Ct. U.S. 547",""
1130,599,"Deanne E. Maynard","",false,5,"Feb. 26, 2007","EC Term of Years Trust v. United States, 550 U.S. 429 (2007)","2006 J. Sup Ct. U.S. 696",""
1131,465,"Patricia A. Millett","",false,24,"Mar. 20, 2007","Fry v. Pliler, 551 U.S. 112 (2007)","2006 J. Sup Ct. U.S. 766",""
1132,622,"Andrea K. Spillars","",false,1,"Mar. 21, 2007","Roper v. Weaver, 550 U.S. 598 (2007)","2006 J. Sup Ct. U.S 767",""
1133,203,"Barbara D. Underwood","",false,17,"Mar. 26, 2007","Leegin Creative Leather Products v. PSKS, 551 U.S. 877 (2007)","2006 J. Sup Ct. U.S. 790",""
1134,623,"Virginia A. Seitz","",false,1,"Apr. 17, 2007","Sole v. Wyner, 551 U.S. 74 (2007)","2006 J. Sup Ct. U.S. 859",""
1135,465,"Patricia A. Millett","",false,25,"Apr. 17, 2007","Sole v. Wyner, 551 U.S. 74 (2007)","2006 J. Sup Ct. U.S. 859",""
1136,624,"Suzanne Lee Elliott","",false,1,"Apr. 17, 2007","Uttecht v. Brown, 551 U.S. 1 (2007)","2006 J. Sup Ct. U.S. 859",""
1137,330,"Maureen E. Mahoney","",false,17,"Apr. 18, 2007","Tennessee Secondary School Athletic Association v. Brentwood Academy, 551 U.S. 291 (2007)","2006 J. Sup Ct. U.S. 862",""
1138,625,"Elizabeth M. Campbell","",false,1,"Apr. 23, 2007","Brendlin v. California, 551 U.S. 249 (2007)","2006 J. Sup Ct. U.S. 881",""
1139,626,"Julia P. Clark","",false,1,"Apr. 24, 2007","Beck v. PACE International Union, 551 U.S. 96 (2007)","2006 J. Sup Ct. U.S. 883",""
1140,627,"Jean M. Manning","",false,1,"Apr. 24, 2007","Dayton v. Hanson, 550 U.S. 511 (2007)","2006 J. Sup Ct. U.S. 883",""
1141,599,"Deanne E. Maynard","",false,6,"Oct. 9, 2007","Watson v. United States, 552 U.S. 74 (2007)","2007 J. Sup Ct. U.S. 214",""
1142,628,"Connie L. Lensing","",false,1,"Nov. 6, 2007","Federal Express Corporation v. Holowecki, 552 U.S. 389 (2008)","2007 J. Sup Ct. U.S 298",""
1143,436,"Beth S. Brinkmann","",false,22,"Nov. 7, 2007","Hall Street Associates v. Mattel Inc, 552 U.S. 576 (2008)","2007 J. Sup Ct. U.S. 300",""
1144,436,"Beth S. Brinkmann","",false,23,"Nov. 18, 2007","Rowe v. New Hampshire Motor Transport Association, 552 U.S. 364 (2008)","2007 J. Sup Ct. U.S. 368",""
1145,532,"Allison M. Zieve","",false,3,"Dec. 4, 2007","Riegel v. Medtronic, 552 U.S. 312 (2008)","2007 J. Sup Ct. U.S. 392",""
1146,460,"Lisa S. Blatt","",false,24,"Jan. 8, 2008","Gonzalez v. United States, 553 U.S. 242 (2008)","2007 J. Sup Ct. U.S. 488",""
1147,599,"Deanne E. Maynard","",false,7,"Jan. 8, 2008","Boulware v. United States, 552 U.S. 421 (2008)","2007 J. Sup Ct. U.S. 488",""
1148,629,"Margaret A. Katze","",false,1,"Jan. 15, 2008","Begay v. United States, 553 U.S. 137 (2008)","2007 J. Sup Ct. U.S. 531",""
1149,630,"Leondra R. Kruger","",false,1,"Jan. 15, 2008","Begay v. United States, 553 U.S. 137 (2008)","2007 J. Sup Ct. U.S. 531",""
1150,330,"Maureen E. Mahoney","",false,18,"Jan. 16, 2008","Quanta Computer v. LG Electronics, 553 U.S. 617 (2008)","2007 J. Sup Ct. U.S. 535",""
1151,436,"Beth S. Brinkmann","",false,24,"Jan. 16, 2008","MeadWestvaco Corporation v. Illinois Department of Revenue, 553 U.S. 16 (2008)","2007 J. Sup Ct. U.S 535",""
1152,631,"Cynthia H. Hyndman","",false,1,"Feb. 20, 2008","CBOCS West v. Humphries, 553 U.S. 442 (2008)","2007 J. Sup Ct. U.S. 630",""
1153,632,"Lisa H. Schertler","",false,1,"Feb. 25, 2008","Cuellar v. United States, 553 U.S. 550 (2008)","2007 J. Sup Ct. U.S. 651",""
1154,532,"Allison M. Zieve","",false,4,"Feb. 25, 2008","Warner-Lambert Co. v. Kent, 552 U.S. 440 (2008)","2007 J. Sup Ct. U.S. 651",""
1155,633,"Danielle Spinelli","",false,1,"Mar. 17, 2008","Rothgery v. Gillespie County, Texas, 554 U.S. 191 (2008)","2007 J. Sup Ct. U.S. 715",""
1156,634,"Nicole A. Saharsky","",false,1,"Mar. 24, 2008","Burgess v. United States, 553 U.S. 124 (2008)","2007 J. Sup Ct. U.S. 741",""
1157,465,"Patricia A. Millett","",false,26,"Mar. 24, 2008","United States v. Clintwood Elkhorn Mining Company, 553 U.S. 1 (2008)","2007 J. Sup Ct. U.S. 741",""
1158,391,"Pamela S. Karlan","",false,4,"Mar. 24, 2008","Riley v. Kennedy, 553 U.S. 406 (2008)","2007 J. Sup Ct. U.S. 741",""
1159,635,"Amy Howe","",false,1,"Apr. 15, 2008","Greenlaw v. United States, 554 U.S. 237 (2008)","2007 J. Sup Ct. U.S. 806",""
1160,599,"Deanne E. Maynard","",false,8,"Apr. 15, 2008","Greenlaw v. United States, 554 U.S. 237 (2008)","2007 J. Sup Ct. U.S 806",""
1161,636,"Juliet L. Clark","",false,1,"Apr. 16, 2008","Kennedy v. Louisiana, 554 U.S. 407 (2008)","2007 J. Sup Ct. U.S. 810",""
1162,637,"Adina H. Rosenbaum","",false,1,"Apr. 16, 2008","Taylor v. Sturgell, 553 U.S. 880 (2008)","2007 J. Sup Ct. U.S. 811",""
1163,638,"Catherine E. Stetson","",false,1,"Apr. 16, 2008","Taylor v. Sturgell, 553 U.S. 880 (2008)","2007 J. Sup Ct. U.S. 811",""
1164,639,"Janet A. Metcalf","",false,1,"Apr. 21, 2008","Anup Engquist v. Oregon Department of Agriculture, 553 U.S. 591 (2008)","2007 J. Sup Ct. U.S. 834",""
1165,460,"Lisa S. Blatt","",false,25,"Apr. 21, 2008","Anup Engquist v. Oregon Department of Agriculture, 553 U.S. 591 (2008)","2007 J. Sup Ct. U.S. 834",""
1166,640,"Marilyn G. Burkhardt","",false,1,"Apr. 22, 2008","Giles v. California, 554 U.S. 353 (2008)","2007 J. Sup Ct. U.S. 835",""
1167,641,"Amy K. Posner","",false,1,"Apr. 23, 2008","Metropolitan Life Insurance Company v. Glenn, 554 U.S. 105 (2008)","2007 J. Sup Ct. U.S. 838",""
1168,634,"Nicole A. Saharsky","",false,2,"Apr. 23, 2008","Metropolitan Life Insurance Company v. Glenn, 554 U.S. 105 (2008)","2007 J. Sup Ct. U.S 838",""
1169,391,"Pamela S. Karlan","",false,5,"Oct. 7, 2008","Herring v. United States, 555 U.S. 135 (2009)","2008 J. Sup Ct. U.S. 170",""
1170,630,"Leondra R. Kruger","",false,2,"Oct. 7, 2008","Kennedy v. Plan Administrator for DuPont Savings and Investment Plan, 555 U.S. 285 (2009)","2008 J. Sup Ct. U.S. 170",""
1171,460,"Lisa S. Blatt","",false,26,"Oct. 8, 2008","Crawford v. Metropolitan Government of Nashville and Davidson County, 555 U.S. 271 (2009)","2008 J. Sup Ct. U.S. 173",""
1172,599,"Deanne E. Maynard","",false,9,"Nov. 3, 2008","Carcieri v. Kempthorne, 555 U.S. 379","2008 J. Sup Ct. U.S. 265",""
1173,593,"Caitlin J. Halligan","",false,4,"Nov. 4, 2008","USEC v. Eurodif S.A., 555 U.S. 807 (2008)","2008 J. Sup Ct. U.S 267-268",""
1174,634,"Nicole A. Saharsky","",false,3,"Nov. 10, 2008","United States v. Hayes, 555 U.S. 415 (2009)","2008 J. Sup Ct. U.S. 289",""
1175,642,"Martha Coakley","",false,1,"Nov. 10, 2008","Diaz v. Massachusetts, 557 U.S. 305 (2009)","2008 J. Sup Ct. U.S. 289",""
1176,632,"Lisa H. Schertler","",false,2,"Nov. 10, 2008","Diaz v. Massachusetts, 557 U.S. 305 (2009)","2008 J. Sup Ct. U.S. 289",""
1177,643,"Pamela Harris","",false,1,"Nov. 12, 2008","Pleasant Grove City, Utah v. Summum, 555 U.S. 460 (2009)","2008 J. Sup Ct. U.S 292",""
1178,644,"Katherine Burnett","",false,1,"Nov. 12, 2008","Bell v. Kelly, 555 U.S. 55 (2008)","2008 J. Sup Ct. U.S. 292",""
1179,330,"Maureen E. Mahoney","",false,19,"Dec. 2, 2008","Utility Water Act Group v. Riverkeeper, 556 U.S. 208 (2009)","2008 J. Sup Ct. U.S. 355",""
1180,645,"Kay H. Hodge","",false,1,"Dec. 2, 2008","Fitzgerald v. Barnstable School Committee, 555 U.S. 246 (2009)","2008 J. Sup Ct. U.S. 355",""
1181,203,"Barbara D. Underwood","",false,18,"Dec. 3, 2008","Haywood v. Drown, 556 U.S. 729 (2009)","2008 J. Sup Ct. U.S. 358",""
1182,599,"Deanne E. Maynard","",false,10,"Dec. 8, 2008","Pacific Bell Telephone Company v. linkLine Communications, 555 U.S. 438 (2009)","2008 J. Sup Ct. U.S. 383",""
1183,600,"Jennifer L. Smith","",false,3,"Dec. 9, 2008","Cone v. Bell, 556 U.S. 449 (2009)","2008 J. Sup Ct. U.S. 385",""
1184,460,"Lisa S. Blatt","",false,27,"Dec. 10, 2008","AT&T Corporation v. Hulteen, 556 U.S. 701 (2009)","2008 J. Sup Ct. U.S. 388",""
1185,646,"Dana C. Hansen Chavis","",false,1,"Jan. 12, 2009","Harbison v. Bell, 556 U.S. 180 (2009)","2008 J. Sup Ct. U.S. 456",""
1186,647,"Kathryn W. Landry","",false,1,"Jan. 13, 2009","Montejo v. Louisiana, 556 U.S. 778 (2009)","2008 J. Sup Ct. U.S 458",""
1187,648,"Christina Rainville","",false,1,"Jan. 13, 2009","Vermont v. Brillon, 556 U.S. 81 (2009)","2008 J. Sup Ct. U.S. 458",""
1188,630,"Leondra R. Kruger","",false,3,"Jan. 13, 2009","Vermont v. Brillon, 556 U.S. 81 (2009)","2008 J. Sup Ct. U.S. 458",""
1189,632,"Lisa H. Schertler","",false,3,"Jan. 14, 2009","Puckett v. United States, 556 U.S. 129 (2009)","2008 J. Sup Ct. U.S. 459",""
1190,634,"Nicole A. Saharsky","",false,4,"Jan. 21, 2009","Kansas v. Ventris, 556 U.S. 586 (2009)","2008 J. Sup Ct. U.S. 493",""
1191,649,"Lindsay C. Harrison","",false,1,"Jan. 21, 2009","Nken v. Holder, 556 U.S. 418 (2009)","2008 J. Sup Ct. U.S. 493",""
1192,392,"Kathleen M. Sullivan","",false,5,"Feb. 24, 2009","Shell Oil Company v. United States, 556 U.S. 599 (2009)","2008 J. Sup Ct. U.S. 586",""
1193,330,"Maureen E. Mahoney","",false,20,"Feb. 24, 2009","Shell Oil Company v. United States, 556 U.S. 599 (2009)","2008 J. Sup Ct. U.S. 586",""
1194,599,"Deanne E. Maynard","",false,11,"Mar. 4, 2009","Dean v. United States, 556 U.S. 568 (2009)","2008 J. Sup Ct. U.S. 609",""
1195,460,"Lisa S. Blatt","",false,28,"Mar. 31, 2009","Gross v. FBL Financial Services, 557 U.S. 167 (2009)","2008 J. Sup Ct. U.S. 704",""
1196,634,"Nicole A. Saharsky","",false,5,"Apr. 20, 2009","Speaker of the Arizona House Of Representatives v. Flores, 557 U.S. 433 (2009)","2008 J. Sup Ct. U.S 775",""
1197,650,"Elena Kagan","",false,1,"Sep. 9, 2009","Citizens United v. Federal Election Commission, 558 U.S. 310 (2010)","2009 J. Sup Ct. U.S. 170",""
1198,651,"Celia A. Davis","",false,1,"Oct. 5, 2009","Maryland v. Shatzer, 559 U.S. 98 (2010)","2009 J. Sup Ct. U.S. 174",""
1199,304,"Judith Resnick","",false,2,"Oct. 5, 2009","Mohawk Industries v. Carpenter, 558 U.S. 100 (2009)","2009 J. Sup Ct. U.S. 174",""
1200,465,"Patricia A. Millett","",false,27,"Oct. 6, 2009","United States v. Stevens, 559 U.S. 460 (2010)","2009 J. Sup. Ct. U.S. 176",""
1201,652,"Lisa Call","",false,1,"Oct. 6, 2009","Johnson v. United States, 559 U.S. 133 (2010)","2009 J. Sup. Ct. U.S. 176",""
1202,630,"Leondra R. Kruger","",false,4,"Oct. 6, 2009","Johnson v. United States, 559 U.S. 133 (2010)","2009 J. Sup. Ct. U.S. 176",""
1203,650,"Elena Kagan","",false,2,"Oct. 7, 2009","Salazar v. Buono, 559 U.S. 700 (2010)","2009 J. Sup. Ct. U.S. 179",""
1204,653,"Ginger D. Anders","",false,1,"Oct. 7, 2009","Elsevier v. Muchnick, 559 U.S. 154 (2010)","2009 J. Sup. Ct. U.S. 179",""
1205,654,"Deborah Jones Merritt","",false,1,"Oct. 7, 2009","Elsevier v. Muchnick, 559 U.S. 154 (2010)","2009 J. Sup. Ct. U.S. 179",""
1206,634,"Nicole A. Saharsky","",false,6,"Nov. 10, 2009","Kucana v. Holder, 558 U.S. 233 (2010)","2009 J. Sup. Ct. U.S. 298",""
1207,655,"Amanda C. Leiter","",false,1,"Nov. 10, 2009","Kucana v. Holder, 558 U.S. 233 (2010)","2009 J. Sup. Ct. U.S. 298",""
1208,656,"Madeleine C. Wanslee","",false,1,"Dec. 1, 2009","United States v. Gallop & Milavetz, 559 U.S. 229 (2010)","2009 J. Sup. Ct. U.S. 368",""
1209,650,"Elena Kagan","",false,3,"Dec. 7, 2009","Free Enterprise Fund and Beckstead and Watts v. Public Company Accounting Oversight Board, 561 U.S. 477 (2010)","2009 J. Sup. Ct. U.S. 392",""
1210,657,"Deborah K. Brueckheimer","",false,1,"Dec. 7, 2009","Florida v. Powell, 559 U.S. 50 (2010)","2009 J. Sup. Ct. U.S. 392",""
1211,441,"Cornelia T. L. Pillard","",false,10,"Dec. 9, 2009","Stolt-Nielsen v. AnimalFeeds International Corp, 559 U.S. 662 (2010)","2009 J. Sup. Ct. U.S. 397",""
1212,630,"Leondra R. Kruger","",false,5,"Jan. 11, 2010","Briscoe v. Virginia, 559 U.S. 32 (2010)","2009 J. Sup. Ct. U.S. 468",""
1213,650,"Elena Kagan","",false,4,"Jan. 12, 2010","United States v. Comstock Jr., 560 U.S. 126 (2010)","2009 J. Sup. Ct. U.S. 471",""
1214,635,"Amy Howe","",false,2,"Jan. 12, 2010","Abbott v. Abbott, 560 U.S. 1 (2010)","2009 J. Sup. Ct. U.S. 471",""
1215,653,"Ginger D. Anders","",false,2,"Jan. 12, 2010","Abbott v. Abbott, 560 U.S. 1 (2010)","2009 J. Sup. Ct. U.S. 471",""
1216,480,"Benna Ruth Solomon","",false,3,"Feb. 22, 2010","Lewis Jr. v. City of Chicago, Illinois, 560 U.S. 205 (2010)","2009 J. Sup. Ct. U.S. 586",""
1217,650,"Elena Kagan","",false,5,"Feb. 23, 2010","Humanitarian Law Project v. Holder Jr., 561 U.S. 1 (2010)","2009 J. Sup. Ct. U.S. 588",""
1218,634,"Nicole A. Saharsky","",false,7,"Mar. 1, 2010","Warden v. Thompkins, 561 U.S. 1046 (2010)","2009 J. Sup. Ct. U.S. 619",""
1219,658,"Elizabeth L. Jacobs","",false,1,"Mar. 1, 2010","Warden v. Thompkins, 561 U.S. 1046 (2010)","2009 J. Sup. Ct. U.S. 619",""
1220,659,"Elaine J. Goldenberg","",false,1,"Mar. 2, 2010","Hui v. Castaneda, 559 U.S. 799 (2010)","2009 J. Sup. Ct. U.S. 622",""
1221,465,"Patricia A. Millett","",false,28,"Mar. 3, 2010","Samantar v. Yousuf, 560 U.S. 305 (2010)","2009 J. Sup. Ct. U.S. 624",""
