usCite,caseName,dateDecision
"91 U.S. 275","Welton v. Missouri","1876-01-17"
"91 U.S. 283","Western Union Tele. Co. v. West. & Atlantic R.Co","1876-01-24"
"91 U.S. 291","Forsythe v. Kimball","1876-01-24"
"91 U.S. 294","Dow v. Humbert","1876-01-31"
"91 U.S. 303","United States v. Allison","1876-01-31"
"91 U.S. 308","Hoover v. Wise","1876-02-14"
"91 U.S. 317","United States v. Ashfield","1876-02-14"
"91 U.S. 321","United States v. Corliss Steam-Engine Co","1876-02-14"
"91 U.S. 324","Lobenstein v. United States","1876-02-21"
"91 U.S. 330","Shepley v. Cowan","1876-02-28"
"91 U.S. 341","Stone v. Towne","1876-02-21"
"91 U.S. 343","Union Pacific R. Co. v. Hall","1876-02-28"
"91 U.S. 356","Amory v. Amory","1876-03-20"
"91 U.S. 357","Morsell v. First Nat. Bank","1876-03-20"
"91 U.S. 362","Arthur v. Cumming","1876-03-20"
"91 U.S. 365","The ""D. R. Martin""","1876-03-20"
"91 U.S. 366","The ""Juniata""","1875-11-01"
"91 U.S. 367","Kohl v. United States","1876-03-27"
"91 U.S. 379","Romie v. Casanova","1876-01-31"
"91 U.S. 381","The ""Dove""","1876-01-24"
"91 U.S. 389","Cooke v. United States","1875-11-29"
"91 U.S. 406","Scudder v. Union Nat. Bank","1875-11-29"
"91 U.S. 415","First Unitarian Soc. of Chicago v. Faulkner","1875-12-13"
"91 U.S. 423","Ex parte French","1875-11-29"
"91 U.S. 426","Nudd v. Burrows","1875-12-13"
"91 U.S. 442","United States v. McKee","1876-01-10"
"91 U.S. 452","Townsend v. Todd","1876-02-21"
"91 U.S. 454","Grand Trunk R. Co. v. Richardson","1876-01-17"
"91 U.S. 474","Osborn v. United States","1876-02-07"
"91 U.S. 479","Lloyd v. Fulton","1876-01-17"
"91 U.S. 487","Zeller v. Switzer","1876-01-24"
"91 U.S. 489","Milwaukee & St. Paul R. Co. v. Arms","1876-01-31"
"91 U.S. 495","Western Union Telegraph Co. v. Eyser","1876-01-31"
"91 U.S. 496","Mayer v. Hellman","1876-01-31"
"91 U.S. 503","Earle v. McVeigh","1876-02-14"
"91 U.S. 510","Aetna Life Ins. Co. v. France","1876-02-14"
"91 U.S. 516","Lathrop v. Drake","1876-02-21"
"91 U.S. 521","Eyster v. Gaff","1876-02-14"
"91 U.S. 526","Gould v. Evansville & Crawfordsville R. Co","1876-02-21"
"91 U.S. 536","Lower v. United States ex rel. Marcy","1876-02-21"
"91 U.S. 540","Barnes v. District of Columbia","1876-03-20"
"91 U.S. 557","Maxwell v. District of Columbia","1876-03-20"
"91 U.S. 557","Dant v. District of Columbia","1876-03-20"
"91 U.S. 558","United States v. Norton","1875-11-29"
"91 U.S. 559","Hall v. United States","1876-03-20"
"91 U.S. 566","Hall v. United States","1876-03-20"
"91 U.S. 566","United States v. Norton","1876-03-27"
"91 U.S. 570","Meyer v. Arthur","1876-04-10"
"91 U.S. 577","Spencer v. United States","1876-05-08"
"91 U.S. 578","McManus v. O'Sullivan","1876-02-07"
"91 U.S. 580","Watts v. Territory of Washington","1876-01-10"
"91 U.S. 580","Dainese v. Cooke","1875-11-29"
"91 U.S. 584","Haldeman v. United States","1876-02-28"
"91 U.S. 587","Twin-Lick Oil Co. v. Marbury","1876-01-10"
"91 U.S. 594","Bolling v. Lersner","1876-01-24"
"91 U.S. 596","Woodruff v. Hough","1876-01-10"
"91 U.S. 603","Gilman v. Illinois & Mississippi Telegraph Co","1876-02-14"
"91 U.S. 618","Dows v. National Exchange Bank of Milwaukee","1875-11-15"
"91 U.S. 637","Dows v. Wisconsin Marine & Fire Ins. Co","1875-11-15"
"91 U.S. 638","Knotts v. Stearns","1875-11-29"
"91 U.S. 643","Mississippi & Missouri R. Co. v. Cromwell","1876-01-24"
"91 U.S. 646","Phillips & Colby Constr. Co. v. Seymour","1876-01-11"
"91 U.S. 656","New Lamp Chimney Co. v. Ansonia Brass Co","1876-01-10"
"91 U.S. 667","Florida v. Anderson","1875-12-13"
"91 U.S. 683","Florida v. Anderson","1876-05-01"
"91 U.S. 690","Warfield v. Chafee","1876-02-14"
"91 U.S. 692","The ""Colorado""","1876-01-31"
"91 U.S. 704","Warren v. Shook","1876-02-21"
"91 U.S. 712","Raymond v. Thomas","1876-02-28"
"91 U.S. 716","Nichols v. Eaton","1875-11-29"
"92 U.S. 1","Blease v. Garlington","1876-03-20"
"92 U.S. 10","Gaines v. Fuentes","1876-03-20"
"92 U.S. 27","Hall v. United States","1876-04-10"
"92 U.S. 31","The ""City of Washington""","1876-04-10"
"92 U.S. 41","Roberts v. United States","1876-02-14"
"92 U.S. 49","Farnsworth v. Minnesota & Pacific R. Co","1876-03-20"
"92 U.S. 73","Shuey v. United States","1876-05-08"
"92 U.S. 77","United States v. Landers","1876-04-10"
"92 U.S. 81","O'Brien v. Weld","1876-04-24"
"92 U.S. 85","Cheatham v. United States","1876-03-27"
"92 U.S. 90","Walker v. Sauvinet","1876-04-24"
"92 U.S. 93","Magee v. Manhattan Life Ins. Co","1876-05-08"
"92 U.S. 101","Neblett v. Macfarland","1876-01-10"
"92 U.S. 105","Totten v. United States","1876-04-10"
"92 U.S. 107","Stott v. Rutherford","1876-01-24"
"92 U.S. 111","Harrison v. Myer","1876-04-10"
"92 U.S. 116","Kittredge v. Race","1876-01-24"
"92 U.S. 122","First Nat. Bank of Charlotte v. Natl Exchange Bank","1876-04-24"
"92 U.S. 129","Rockhold v. Rockhold","1876-02-14"
"92 U.S. 130","Phillips v. Payne","1876-04-17"
"92 U.S. 135","Wills v. Claflin","1876-01-24"
"92 U.S. 142","Markey v. Langley","1876-05-08"
"92 U.S. 156","Terry v. Tubman","1876-03-20"
"92 U.S. 161","Hoffman v. Hancock Mut. Life Ins. Co","1876-03-20"
"92 U.S. 165","Whitfield v. United States","1876-05-08"
"92 U.S. 171","Carey v. Brown","1875-12-06"
"92 U.S. 176","Baker v. White","1876-01-17"
"92 U.S. 179","Burbank v. Bigelow","1876-03-20"
"92 U.S. 183","Smith v. Vodges","1876-01-17"
"92 U.S. 187","Lamar v. Browne","1876-04-17"
"92 U.S. 202","Wallach v. Van Riswick","1876-01-10"
"92 U.S. 214","Chaffraix v. Shiff","1876-01-10"
"92 U.S. 214","United States v. Reese","1876-03-27"
"92 U.S. 257","Montgomery v. Bucyrus Machine Works","1876-04-17"
"92 U.S. 259","Henderson v. Mayor of New York","1876-03-20"
"92 U.S. 275","Chy Lung v. Freeman","1876-03-20"
"92 U.S. 281","United States v. Ross","1876-05-08"
"92 U.S. 286","New York Life Ins. Co. v. Hendren","1876-05-08"
"92 U.S. 289","Elmwood v. Marcy","1876-05-08"
"92 U.S. 299","Chamberlain v. St.Paul & Sioux City R. Co","1876-05-08"
"92 U.S. 307","Comm'rs of Laramie Cty v. Comm'rs of Albany Cty","1876-03-20"
"92 U.S. 315","Republican River Bridge Co. v. Kansas Pacific R. Co","1876-02-28"
"92 U.S. 320","Wilson v. Boyce","1876-04-10"
"92 U.S. 326","Wilson v. McCrellis","1876-04-10"
"92 U.S. 327","Brown v. Atwell","1876-02-21"
"92 U.S. 330","Angle v. North-Western Mutual Life Ins. Co","1876-03-30"
"92 U.S. 343","Oaksmith's Lessee v. Johnston","1876-04-24"
"92 U.S. 347","Reckendorfer v. Faber","1876-05-08"
"92 U.S. 358","Potts v. Chumasero","1876-01-31"
"92 U.S. 362","Scammon v. Kimball","1876-01-17"
"92 U.S. 372","Pace v. Burgess","1876-04-17"
"92 U.S. 377","Piedmont & Arlington Life Ins. Co. v. Ewing","1876-04-10"
"92 U.S. 382","Savage v. United States","1876-04-17"
"92 U.S. 390","Smeltzer v. White","1876-02-14"
"92 U.S. 397","Hobson v. Lord","1876-04-10"
"92 U.S. 412","Butler v. Thomson","1876-04-24"
"92 U.S. 418","Clements v. Macheboeuf","1876-02-07"
"92 U.S. 426","Ives v. Hamilton","1876-01-24"
"92 U.S. 432","The ""America""","1876-05-08"
"92 U.S. 439","The ""Galatea""","1876-05-08"
"92 U.S. 447","Otis v. Cullum","1876-01-24"
"92 U.S. 449","Barney v. Watson","1876-05-08"
"92 U.S. 454","Terry v. Commercial Bank of Ala","1876-04-10"
"92 U.S. 457","Williams v. United States","1876-01-24"
"92 U.S. 462","St. Louis v. United States","1876-05-08"
"92 U.S. 467","Tyng v. Grinnell","1876-05-08"
"92 U.S. 473","Miller v. Dale","1876-05-08"
"92 U.S. 480","Kennard v. Louisiana ex rel. Morgan","1876-01-10"
"92 U.S. 484","Town of Coloma v. Eaves","1876-03-27"
"92 U.S. 494","Venice v. Murdock","1876-03-27"
"92 U.S. 502","Venice v. Woodruff","1876-03-27"
"92 U.S. 502","Genoa v. Woodruff","1876-03-27"
"92 U.S. 503","Converse v. City of Fort Scott","1876-04-10"
"92 U.S. 509","Carrol v. Green","1876-05-08"
"92 U.S. 516","Franklin Fire Ins. Co. v. Vaughan","1876-05-08"
"92 U.S. 520","United States v. Diekelman","1876-05-08"
"92 U.S. 531","Board of Liquidation v. McComb","1876-04-10"
"92 U.S. 542","United States v. Cruikshank","1876-03-27"
"92 U.S. 569","Harshman v. Bates County","1876-05-08"
"92 U.S. 575","State Railroad Tax Cases","1876-04-17"
"92 U.S. 618","Lewis v. United States","1876-02-21"
"92 U.S. 625","Concord v. Portsmouth Savings Bank","1876-04-10"
"92 U.S. 631","County of Moultrie v. Rockingham Ten-Cent Savings-Bank","1876-04-10"
"92 U.S. 637","Marcy v. Oswego","1876-05-08"
"92 U.S. 642","Humboldt Township v. Long","1876-05-08"
"92 U.S. 651","Intermingled Cotton Cases","1876-05-08"
"92 U.S. 654","United States v. Smith","1876-05-08"
"92 U.S. 654","Morrison v. Jackson","1876-02-28"
"92 U.S. 664","Morrison v. Benton","1876-02-28"
"92 U.S. 665","Central Railroad & Banking Co. v. Georgia","1876-05-08"
"92 U.S. 676","South-western R. Co. v. Georgia","1876-05-08"
"92 U.S. 677","Branch v. Charleston","1876-05-08"
"92 U.S. 684","Garsed v. Beall","1876-04-24"
"92 U.S. 695","The ""Alabama"" and the ""Game-cock""","1876-05-08"
"92 U.S. 698","Hot Springs Cases","1876-04-24"
"92 U.S. 716","Burdell v. Denig","1876-05-08"
"92 U.S. 723","McStay v. Friedman","1876-05-08"
"92 U.S. 724","Hammond v. Mason and Hamlin Organ Co","1876-05-08"
"92 U.S. 728","Hall v. Weare","1876-01-31"
"92 U.S. 733","Leavenworth, L. & G. R. Co. v. United States","1876-04-10"
"92 U.S. 760","Missouri, Kansas & Texas R. Co. v. United States","1876-04-10"
"92 U.S. 761","Newhall v. Sanger","1876-05-08"
"93 U.S. 1","Hoge v. Richmond & Danville R. Co","1876-10-16"
"93 U.S. 3","Gaines v. Hale","1876-10-16"
"93 U.S. 4","South Carolina v. Georgia","1876-10-23"
"93 U.S. 14","Fuller v. Claflin","1876-10-23"
"93 U.S. 18","Ex parte Parks","1876-10-23"
"93 U.S. 24","New York Life Ins. Co. v. Statham","1876-10-23"
"93 U.S. 38","Terry v. Abraham","1876-10-23"
"93 U.S. 41","Smith v. Chapman","1876-10-23"
"93 U.S. 44","Terry v. Hatch","1876-10-23"
"93 U.S. 46","Beaver v. Taylor","1876-10-30"
"93 U.S. 55","Grymes v. Sanders","1876-10-30"
"93 U.S. 64","Birdsall v. Coolidge","1876-10-30"
"93 U.S. 71","Hurst v. Western & Atlantic R. Co","1876-10-30"
"93 U.S. 72","Chemung Canal Bank v. Lowery","1876-10-30"
"93 U.S. 78","Ryan v. Carter","1876-10-30"
"93 U.S. 86","Kitchen v. Randolph","1876-10-30"
"93 U.S. 92","Dresser v. Missouri & Iowa Railway Constr. Co","1876-11-06"
"93 U.S. 96","Bird v. Louisiana State Bank","1876-11-06"
"93 U.S. 99","Sherlock v. Alling","1876-11-06"
"93 U.S. 108","Board of Comm'rs of Tippecanoe Cty. v. Lucas","1876-11-06"
"93 U.S. 116","Home Ins. Co. v. City Council of Augusta","1876-11-06"
"93 U.S. 124","County of Calhoun v. American Emigrant Co","1876-11-06"
"93 U.S. 130","Claflin v. Houseman","1876-11-13"
"93 U.S. 143","Hendrick v. Lindsay","1876-11-20"
"93 U.S. 150","O'Hara v. MacConnell","1876-11-13"
"93 U.S. 155","Kerrison v. Stewart","1876-11-13"
"93 U.S. 163","Tilton v. Cofield","1876-11-20"
"93 U.S. 169","French v. Fyan","1876-10-30"
"93 U.S. 174","Bank of Kentucky v. Adams Express Co","1876-11-27"
"93 U.S. 188","United States v. Forty-three Gallons of Whiskey","1876-11-13"
"93 U.S. 199","Ober v. Gallagher","1876-11-06"
"93 U.S. 209","Sherman v. Buick","1876-11-13"
"93 U.S. 217","Morgan v. Louisiana","1876-11-20"
"93 U.S. 225","Grant v. Hartford & New Haven R. Co","1876-11-27"
"93 U.S. 228","Hornor v. Henning","1876-11-27"
"93 U.S. 233","Yznaga del Valle v. Harrison","1876-12-04"
"93 U.S. 235","Shaw v. United States","1876-11-27"
"93 U.S. 241","Schacker v. Hartford Fire Ins. Co","1876-11-20"
"93 U.S. 242","Garfielde v. United States","1876-05-08"
"93 U.S. 247","Whiteside v. United States","1876-11-27"
"93 U.S. 258","Barkley v. Levee Commissioners","1876-12-04"
"93 U.S. 266","Broughton v. Pensacola","1876-12-04"
"93 U.S. 271","Jones v. Pensacola","1876-12-04"
"93 U.S. 271","Dalton v. Jennings","1876-12-18"
"93 U.S. 274","Windsor v. McVeigh","1876-12-11"
"93 U.S. 284","Gregory v. McVeigh","1876-12-11"
"93 U.S. 284","Bigelow v. Berkshire Life Ins. Co","1876-12-11"
"93 U.S. 289","Sawin v. Kenny","1876-12-18"
"93 U.S. 291","Indianapolis & St. Louis R. Co. v. Horst","1876-12-04"
"93 U.S. 302","Martin v. Hazard Powder Co","1876-11-27"
"93 U.S. 302","The ""Atlas""","1876-11-27"
"93 U.S. 320","Kimball v. Evans","1876-12-11"
"93 U.S. 321","Talty v. Freedman's Sav. & Trust Co","1876-11-27"
"93 U.S. 326","Brant v. Virginia Coal & Iron Co","1876-12-18"
"93 U.S. 337","The ""Juniata""","1876-12-18"
"93 U.S. 341","Smith v. Gaines","1876-12-04"
"93 U.S. 344","Cockle v. Flack","1877-01-08"
"93 U.S. 347","Wiswall v. Campbell","1876-12-11"
"93 U.S. 352","Cowdrey v. Galveston, H. & H. R. Co","1877-01-08"
"93 U.S. 355","Norton v. Switzer","1876-12-04"
"93 U.S. 366","Cohn v. United States Corset Co","1876-12-04"
"93 U.S. 379","Dodge v. Freedman's Sav. & Trust Co","1876-12-11"
"93 U.S. 387","Callanan v. Hurley","1876-12-18"
"93 U.S. 393","Mutual Life Ins. Co. v. Snyder","1876-11-27"
"93 U.S. 396","Mutual Life Ins. Co. v. Snyder","1876-11-27"
"93 U.S. 396","Ex parte Karstendick","1876-11-27"
"93 U.S. 405","Ex parte Henderson","1876-11-27"
"93 U.S. 405","The ""John L. Hasbrouck""","1877-01-15"
"93 U.S. 412","Sage v. Central R. Co. of Iowa","1876-12-18"
"93 U.S. 420","DeBary v. Arthur","1876-12-18"
"93 U.S. 424","Osterberg v. Union Trust Co","1877-01-15"
"93 U.S. 430","Lovejoy v. Spafford","1876-11-13"
"93 U.S. 442","Lake Superior & Mississippi R. Co. v. United States","1877-01-15"
"93 U.S. 460","Russell v. Dodge","1877-01-15"
"93 U.S. 465","Wiggins v. People","1876-12-22"
"93 U.S. 486","Smith v. Goodyear Dental Vulcanite Co","1877-01-08"
"93 U.S. 502","County of Randolph v. Post","1877-01-08"
"93 U.S. 514","White v. Luning","1876-12-18"
"93 U.S. 527","Home Ins. Co. v. Baltimore Warehouse Co","1876-11-20"
"93 U.S. 548","Stanton v. Embrey","1877-01-22"
"93 U.S. 558","Huff v. Doyle","1877-01-15"
"93 U.S. 565","Western Union Telegraph Co. v. Rogers","1877-01-15"
"93 U.S. 567","County of Callaway v. Foster","1876-12-04"
"93 U.S. 575","The ""Idaho""","1877-01-15"
"93 U.S. 586","United States v. Thompson","1877-01-15"
"93 U.S. 589","Mackie v. Story","1877-01-22"
"93 U.S. 593","Bond v. Moore","1877-01-15"
"93 U.S. 595","West Wisc. R. Co. v. Bd. of Superv. Trempealeau Cty.","1876-10-30"
"93 U.S. 599","Badger v. United States ex rel. Bolles","1877-01-29"
"93 U.S. 605","Desmare v. United States","1877-01-08"
"93 U.S. 612","City of Winona v. Cowdrey","1877-01-22"
"93 U.S. 619","Board of Sup. of Wood Cty v. Lackawana Iron & Coal Co","1877-01-22"
"93 U.S. 625","United States v. Ferrary","1876-11-06"
"93 U.S. 631","Donaldson v. Farwell","1877-03-01"
"93 U.S. 634","Heydenfeldt v. Daney Gold and Silver Mining Co","1877-03-01"
"93 U.S. 642","Bayne v. United States","1877-03-01"
"93 U.S. 644","Tameling v. United States Freehold & Emigration Co","1877-03-01"
"93 U.S. 664","Hervey v. Rhode Island Locomotive Works","1877-03-01"
"93 U.S. 674","Indianapolis,B.& W.R.Co.v.Rhode Island Locomotive Works","1877-03-01"
"93 U.S. 674","Kibbe v. Ditto","1877-03-02"
"94 U.S. 1","Wheeler v. Sedgwick","1876-11-20"
"94 U.S. 4","Hoadley v. San Francisco","1876-12-11"
"94 U.S. 6","Pike v. Evans","1877-01-08"
"94 U.S. 11","Atlantic & Pacific R. Co. v. Hopkins","1877-01-15"
"94 U.S. 14","Ex parte Cutting","1877-01-15"
"94 U.S. 22","Humes v. Scruggs","1877-01-15"
"94 U.S. 29","Utley v. Donaldson","1877-01-15"
"94 U.S. 50","Doyle v. Wisconsin","1877-01-29"
"94 U.S. 53","United States v. Bostwick","1877-01-29"
"94 U.S. 70","County of Leavenworth v. Barnes","1877-01-22"
"94 U.S. 73","United States v. Clark","1877-01-29"
"94 U.S. 76","Storm v. United States","1877-01-08"
"94 U.S. 86","One Hundred Ninty-nine Barrels of Whiskey v. U.S","1877-01-15"
"94 U.S. 91","One Hundred Barrels of Whiskey v. United States","1877-01-15"
"94 U.S. 92","Consolidated Fruit-Jar Co. v. Wright","1877-01-29"
"94 U.S. 97","Smith v. United States","1876-11-27"
"94 U.S. 98","Omaha v. Hammond","1877-01-29"
"94 U.S. 100","West Wisconsin R. Co. v. Foley","1877-01-29"
"94 U.S. 104","Commissioners of Douglas Co. v. Bolles","1877-01-08"
"94 U.S. 111","Hurst v. Hollingsworth","1876-11-20"
"94 U.S. 112","Dayton v. Lash","1876-11-27"
"94 U.S. 113","Munn v. Illinois","1877-03-01"
"94 U.S. 155","Chicago, B. & Q. R. Co. v. Iowa","1877-03-01"
"94 U.S. 164","Peik v. Chicago & Northwestern R. Co","1877-03-01"
"94 U.S. 179","Chicago, M. & St. P. R. Co. v. Ackley","1877-03-01"
"94 U.S. 180","Winona & St. Peter R. Co. v. Blake","1877-03-01"
"94 U.S. 181","Southern Minnesota R. Co. v. Coleman","1877-03-01"
"94 U.S. 181","Stone v. Wisconsin","1877-03-01"
"94 U.S. 187","Dunbar v. Myers","1876-12-18"
"94 U.S. 202","Commissioners of Johnson Cty v. January","1877-03-13"
"94 U.S. 207","Atlantic Delaine Co. v. James","1877-03-13"
"94 U.S. 214","United States v. Smith","1877-03-13"
"94 U.S. 219","United States v. Phisterer","1877-03-13"
"94 U.S. 225","United States v. Chilson","1877-03-13"
"94 U.S. 225","United States v. Mears","1877-03-13"
"94 U.S. 225","Cammeyer v. Newton","1877-01-29"
"94 U.S. 238","Inman S.S. Co. v. Tinker","1877-03-13"
"94 U.S. 246","Foster v. Master and Wardens of Port of New Orleans","1877-03-13"
"94 U.S. 248","Ex parte Jordan","1877-03-13"
"94 U.S. 253","Selma & Meridan R. Co. v. Louisiana Nat. Bank","1876-11-20"
"94 U.S. 255","East Oakland v. Skinner","1877-03-13"
"94 U.S. 258","United States v. Young","1877-03-26"
"94 U.S. 260","South Ottawa v. Perkins","1877-03-26"
"94 U.S. 277","South Ottawa v. Perkins","1877-04-18"
"94 U.S. 277","Muller v. Dows","1877-01-29"
"94 U.S. 278","Commissioners of Marion Cty v. Clark","1877-01-22"
"94 U.S. 288","Fuller v. Yentzer","1877-03-02"
"94 U.S. 299","Fuller v. Yentzer","1877-03-02"
"94 U.S. 308","Mackall v. Chesapeake and Ohio Canal Co","1877-03-26"
"94 U.S. 310","Burlington v. Beasley","1877-03-26"
"94 U.S. 315","United States v. Fox","1877-04-16"
"94 U.S. 322","Hill v. Thompson","1877-04-16"
"94 U.S. 324","Barney v. Keokuk","1877-04-23"
"94 U.S. 343","First Nat. Bank of Washington v. Whitman","1877-04-23"
"94 U.S. 348","Ex parte Flippin","1877-04-16"
"94 U.S. 351","Cromwell v. County of Sac","1877-04-16"
"94 U.S. 371","Johnson v. Harmon","1877-05-07"
"94 U.S. 382","Beall v. White","1877-04-02"
"94 U.S. 391","McCready v. Virginia","1877-04-30"
"94 U.S. 397","Chorpenning v. United States","1877-03-13"
"94 U.S. 400","United States v. Martin","1877-03-13"
"94 U.S. 405","Gould v. Day","1877-04-23"
"94 U.S. 415","People v. Commissioners of Taxes and Assessments","1877-03-26"
"94 U.S. 418","Ex parte Loring","1877-03-26"
"94 U.S. 419","Selden v. Equitable Trust Co","1877-04-30"
"94 U.S. 423","Davis v. Brown","1877-04-16"
"94 U.S. 429","McClure v. Oxford","1877-03-13"
"94 U.S. 434","Stewart v. Salamon","1877-05-07"
"94 U.S. 437","Nat'l Bank of Commonwealth v. Mechanics' Nat. Bank","1877-04-02"
"94 U.S. 441","Conro v. Crane","1877-03-19"
"94 U.S. 444","Muller v. Dows","1877-04-16"
"94 U.S. 455","Ex parte Smith","1877-03-26"
"94 U.S. 457","Connecticut Mut. Life Ins. Co. v. Schaefer","1877-04-30"
"94 U.S. 463","Howell v. Western R. Co","1877-04-30"
"94 U.S. 467","Hinckley v. Gilman, C., & S. R. Co","1877-03-26"
"94 U.S. 469","Milwaukee & St. Paul R. Co. v. Kellogg","1877-04-30"
"94 U.S. 477","Stark v. Starr","1877-05-07"
"94 U.S. 492","Stark v. Starr","1877-05-07"
"94 U.S. 493","Clark v. Hancock","1877-03-19"
"94 U.S. 494","The ""Margaret""","1877-03-19"
"94 U.S. 498","Supervisors v. Kennicott","1877-04-30"
"94 U.S. 500","Eyster v. Centennial Bd. of Finance","1877-04-09"
"94 U.S. 506","Allore v. Jewell","1877-04-30"
"94 U.S. 514","Davis v. Crouch","1877-05-07"
"94 U.S. 518","The ""Edith""","1877-03-26"
"94 U.S. 523","Hyde v. Woods","1877-04-30"
"94 U.S. 527","Waite v. Dowley","1877-04-02"
"94 U.S. 535","Doyle v. Continental Ins. Co","1877-03-19"
"94 U.S. 545","Davis v. Alvord","1877-05-07"
"94 U.S. 549","Southern Express Co. v. Dickson","1877-05-07"
"94 U.S. 553","Dutcher v. Wright","1877-03-13"
"94 U.S. 561","Aetna Life Ins. Co. v. France","1877-05-07"
"94 U.S. 568","Merrill v. Yeomans","1877-04-23"
"94 U.S. 574","Relief Fire Ins. Co. of N.Y. v. Shaw","1877-05-07"
"94 U.S. 580","Seitz v. Mitchell","1877-04-02"
"94 U.S. 586","Maclay v. Sands","1877-04-16"
"94 U.S. 589","Clapp v. Mason","1877-04-16"
"94 U.S. 593","Connecticut Mut. Life Ins. Co. v. Schwenk","1877-05-07"
"94 U.S. 599","The ""Stephen Morgan""","1877-04-30"
"94 U.S. 604","Glenny v. Langdon","1877-04-23"
"94 U.S. 606","Russell v. Place","1877-04-16"
"94 U.S. 610","New Jersey Mut. Life Ins. Co. v. Baker","1877-04-30"
"94 U.S. 614","United States v. Joseph","1877-05-07"
"94 U.S. 619","United States v. Santistevan","1877-05-07"
"94 U.S. 619","Erskine v. Milwaukee & St. Paul R. Co","1877-03-13"
"94 U.S. 621","Eames v. Home Ins. Co","1877-05-07"
"94 U.S. 631","Commissioners of Johnson Cty. v. Thayer","1877-03-13"
"94 U.S. 645","Boyd v. Alabama","1877-05-07"
"94 U.S. 650","Lowe v. Williams","1877-04-16"
"94 U.S. 652","Crim v. Handley","1877-04-16"
"94 U.S. 660","County of Dallas v. MacKenzie","1877-04-02"
"94 U.S. 664","Gunn v. Plant","1877-05-07"
"94 U.S. 672","Goddard v. Ordway","1877-04-23"
"94 U.S. 673","Casey v. Galli","1877-03-26"
"94 U.S. 680","Casey v. Galli","1877-05-07"
"94 U.S. 682","County of Scotland v. Thomas","1877-04-16"
"94 U.S. 695","Cawood Patent","1877-04-23"
"94 U.S. 711","Pike v. Wassell","1877-05-07"
"94 U.S. 715","Memphis v. Brown","1877-04-23"
"94 U.S. 718","Chesapeake & Ohio R. Co. v. Virginia","1877-05-07"
"94 U.S. 728","Blake v. Robertson","1877-04-23"
"94 U.S. 734","Jerome v. McCarter","1877-03-13"
"94 U.S. 741","Corcoran v. Chesapeake and Ohio Canal Co","1877-04-09"
"94 U.S. 746","Tate v. Norton","1877-04-16"
"94 U.S. 753","Collins v. Gilbert","1877-03-26"
"94 U.S. 762","Forbes v. Gracey","1877-05-07"
"94 U.S. 767","Lippincott v. Mitchell","1877-05-07"
"94 U.S. 773","Hogan v. Kurtz","1877-05-07"
"94 U.S. 780","Cochrane v. Deener","1877-03-19"
"94 U.S. 792","Davis v. Indiana","1877-05-07"
"94 U.S. 796","Melendy v. Rice","1877-03-13"
"94 U.S. 798","American Bridge Co. v. Heidelbach","1877-03-13"
"94 U.S. 801","East Lincoln v. Davenport","1877-05-07"
"94 U.S. 806","Sullivan v. Portland & Kennebec R. Co","1877-05-07"
"94 U.S. 812","Bowen v. Chase","1877-04-02"
"95 U.S. 1","Pacific R. Co of Mo. v. Ketchum","1877-10-29"
"95 U.S. 3","Phipps v. Sedgwick","1877-03-19"
"95 U.S. 10","Shaw v. Bill","1877-10-22"
"95 U.S. 16","New Orleans Canal & Banking Co. v. Montgomery","1877-10-22"
"95 U.S. 19","Adams v. Nashville","1877-11-05"
"95 U.S. 23","Reed v. Insurance Co","1877-10-29"
"95 U.S. 33","Van Reynegan v. Bolton","1877-10-29"
"95 U.S. 37","McMillen v. Anderson","1877-10-22"
"95 U.S. 43","Pratt v. Railway Co","1877-10-22"
"95 U.S. 48","Hatch v. Coddington","1877-10-22"
"95 U.S. 58","McHenry v. La Societe Francaise D'Epargnes","1877-11-05"
"95 U.S. 61","Chouteau v. United States","1877-11-05"
"95 U.S. 68","Ex parte Easton","1877-11-05"
"95 U.S. 78","Railroad Co. v. Rose","1877-11-05"
"95 U.S. 80","Packet Co. v. Keokuk","1877-11-05"
"95 U.S. 90","Good v. Martin","1877-10-22"
"95 U.S. 99","Buffington v. Harvey","1877-11-05"
"95 U.S. 104","New Jersey v. Yard","1877-10-29"
"95 U.S. 117","Insurance Co. v. Boon","1877-11-12"
"95 U.S. 144","Movius v. Arthur","1877-11-19"
"95 U.S. 149","Knote v. United States","1877-11-26"
"95 U.S. 157","Brown v. County of Buena Vista","1877-11-19"
"95 U.S. 161","Continental Improvement Co.v. Stead","1877-11-12"
"95 U.S. 168","Railroad Co. v. Hecht","1877-11-19"
"95 U.S. 171","Insurance Co. v. Lanier","1877-11-05"
"95 U.S. 173","Blount v. Windley","1877-11-19"
"95 U.S. 180","West Philadelphia Bank v. Dickson","1877-11-12"
"95 U.S. 183","Insurance Co. v. Pechner","1877-11-19"
"95 U.S. 186","Amory v. Amory","1877-11-19"
"95 U.S. 188","Kerr v. Clampitt","1877-12-10"
"95 U.S. 191","Fabbri v. Murphy","1877-12-03"
"95 U.S. 200","Preston v. Preston","1877-12-10"
"95 U.S. 204","Bates v. Clark","1877-12-03"
"95 U.S. 210","Radich v. Hutchins","1877-11-12"
"95 U.S. 214","Roemer v. Simon","1877-11-05"
"95 U.S. 221","Ex parte Railroad Co","1877-10-29"
"95 U.S. 227","Insurance Co. v. Express Co","1877-11-19"
