nameAdvocate,homeAdvocate,dateArgument,caseInfo,citeInfo,role,transcriptURL,notes
Elizabeth B. Prelogar,,2014-12-10,"United States v. June, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 370,,,
Rachel P. Kovner,,2015-01-14,"Mellouli v. Holder, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 450,,,
Catherine Steege,,2015-01-14,"Wellness International Network v. Sharif, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 450,,,
Nicole A. Saharsky,,2015-01-15,"Mach Mining v. Equal Employment Opportunity Commission, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 448,,,
Ginger D. Anders,,2015-01-21,"Rodriguez v. United States, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 474,,,
Ann O'Connell,,2015-02-24,"Henderson v. United States, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 568,,,
Nicole A. Saharsky,,2015-02-24,"Tibble v. Edison International, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 568,,,
Ilana H. Eisenstein,,2015-03-02,"Ohio v. Clark, 576 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 594,,,
Robin Urbanski,,2015-03-03,"Davis v. Ayala, 576 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 596,,,
Christine Van Aken,,2015-03-23,"City and County of San Francisco, California v. Sheehan, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 646,,,
Danielle Spinelli,,2015-03-24,"Bank of America v. Edelmiro, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 647-648,,,
Premila Burns,,2015-03-30,"Brumfield v. Cain, 576 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 672,,,
Ginger D. Anders,,2015-03-31,"Commil USA v. Cisco Systems, 575 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 674,,,
Katherine M. Mendendez,,2015-04-20,"Johnson v. United States, 576 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 732,,,
Sarah E. Harrington,,2015-04-21,"McFadden v. United States, 576 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 734,,,
Wendy M. Ward,,2015-04-27,"Kingsley v. Hendrickson, 576 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 753,,,
Mary L. Bonauto,,2015-04-28,"Bourke v. Beshear, 576 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 755,,,
Robin C. Konrad,,2015-04-29,"Glossip v. Gross, 576 U.S. ___ (2015)",2014 J. Sup. Ct. U.S. 758,,,
Rachel P. Kovner,,2015-10-07,"Kansas v. Carr Jr., 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 152,,,
Beth A. Burton,,2015-11-02,"Foster v. Chatman, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 230,,,
Ann O'Connell,,2015-11-03,"Lockhart v. United States, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 233,,,
Elaine J. Goldenberg,,2015-11-03,"Torres v. Lynch, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 233,,,
Nicole A. Saharsky,,2015-11-04,"Bruce v. Samuels, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 236,,,
Ginger D. Anders,,2015-11-09,"Montanile v. Board of Trustees of the National Elevator Industry Health Benefit Plan, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 253,,,
Elizabeth B. Prelogar,,2015-11-10,"Tyson Foods v. Bouaphakeo, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 256,,,
Catherine M. A. Carroll,,2015-11-30,"Green v. Brennan, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 316,,,
Ilana H. Eisenstein,,2015-12-01,"Menominee Indian Tribe of Wisconsin v. United States, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 320,,,
Bridget C. Asay,,2015-12-02,"Gobeille v. Liberty Mutual Insurance Company, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 322,,,
Sarah E. Harrington,,2015-12-08,"Harris v. Arizona Independent Redistricting Commission, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 348,,,
Carolyn E. Shapiro,,2016-01-12,"Duncan v. Owens, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 432,,,
Nicole A. Saharsky,,2016-01-13,"Commonwealt h of Puerto Rico v. Valle, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 434,,,
Ginger D. Anders,,2016-01-19,"Heffernan v. City of Paterson, New Jersey, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 456,,,
Ruth Bostein,,2016-01-20,"Sturgeon v. Frost, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 460,,,
Rachel P. Kovner,,2016-01-20,"Sturgeon v. Frost, 577 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 460,,,name originally spelled Rachel P. Knover
Joan C. Watt,,2016-02-22,"Utah v. Strieff, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 503,,,
Ann O'Connell,,2016-02-24,"CPV Maryland v. Talen Energy Marketing, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 508,,,
Virginia G. Villa,,2016-02-29,"Voisine v. United States, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 563,,,
Ilana H. Eisenstein,,2016-02-29,"Voisine v. United States, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 563,,,
Sarah E. Harrington,,2016-03-01,"Husky International Electronics v. Ritz, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 567,,,
Erin E. Murphy,,2016-03-01,"Husky International Electronics v. Ritz, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 567,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Stephanie Toti,,2016-03-02,"Whole Woman's Health v. Hellerstedt, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 569,,,
Elaine J. Goldenberg,,2016-03-21,"RJR Nabisco v. European Community, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 643,,,
Ginger D. Anders,,2016-03-28,"Betterman v. Montana, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 665,,,
Sarah E. Harrington,,2016-03-29,"Mark J. v. Gillie, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 668,,,
Julia Doyle Bernhardt,,2016-03-29,"Ross v. Blake, 578 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 668,,,
Erin E. Murphy,,2016-04-18,"United States v. Texas, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 733,,,
Elizabeth B. Prelogar,,2016-04-19,"United States v. Bryant, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 737,,,
Kathryn Keena,,2016-04-20,"Beylund v. Levi, 579 U.S. ___(2016)",2015 J. Sup. Ct. U.S. 740,,,
Elaine J. Goldenberg,,2016-04-25,"Kirtsaeng v. John Wiley & Sons Inc., 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 755,,,
Nicole A. Saharsky,,2016-04-26,"Mathis v. United States, 579 U.S. ___ (2016)",2015 J. Sup. Ct. U.S. 759,,,
Lisa S. Blatt,,2016-10-04,"Bravo-Fernandez v. United States, case pending",2016 J. Sup. Ct. U.S. 140,,,
Elizabeth B. Prelogar,,2016-10-04,"Bravo-Fernandez v. United States, case pending",2016 J. Sup. Ct. U.S. 140,,,
Koren L. Bell,,2016-10-04,"Shaw v. United States, case pending",2016 J. Sup. Ct. U.S. 140,,,
Alexandra A. E. Shapiro,,2016-10-05,"Salman v. United States, case pending",2016 J. Sup. Ct. U.S.142,,,
Christina A. Swarns,,2016-10-05,"Buck v. Davis, case pending",2016 J. Sup. Ct. U.S. 143,,,
Ilana H. Eisenstein,,2016-10-05,"Manuel v. City of Joliet, Illinois, case pending",2016 J. Sup. Ct. U.S. 143,,,
Kathleen M. Sullivan,,2016-10-11,"Samsung Electronics v. Apple Inc., case pending",2016 J. Sup. Ct. U.S. 169,,,originally listed as her 9th argument
Rachel P. Kovner,,2016-10-11,Pena- Rodriguez v. Colorado,2016 J. Sup. Ct. U.S. 169,,,originally listed as her 5th argument
Kathleen M. Sullivan,,2016-11-01,"State Farm Fire and Casualty Company v. United States, case pending",2016 J. Sup. Ct. U.S. 220,,,originally listed as her 10th argument
Catherine E. Stetson,,2016-11-02,"Bolivarian Republic of Venezuela v. Helmerich & Payne International Drilling Co., case pending",2016 J. Sup. Ct. U.S. 221,,,
Elaine J. Goldenberg,,2016-11-02,"Bolivarian Republic of Venezuela v. Helmerich & Payne International Drilling Co., case pending",2016 J. Sup. Ct. U.S. 221,,,
Catherine M. A. Carroll,,2016-11-02,"Bolivarian Republic of Venezuela v. Helmerich & Payne International Drilling Co., case pending",2016 J. Sup. Ct. U.S. 221,,,
Ann O'Connell,,2016-11-05,"Crystal Monique Lightfoot v. Cendant Mortgage Corporation, case pending",2016 J. Sup. Ct. U.S. 250,,,
Janice L. Bergmann,,2016-11-28,"Beckles v. United States (No. 15-8544), case pending",2016 J. Sup. Ct. U.S. 304,,,
Nicole A. Saharsky,,2016-12-05,"Cooper v. Harris (No. 15-1262), case pending",2016 J. Sup. Ct. U.S. 323,,,caseTitle originally McCrory v. Harris; docket originally 15-680
Danielle Spinelli,,2016-12-07,"Czyzewski v. Jevic Holding Corp. (No. 15-649), case pending",2016 J. Sup. Ct. U.S. 330,,,
Sarah E. Harrington,,2016-12-07,"Czyzewski v. Jevic Holding Corp. (No. 15-649), case pending",2016 J. Sup. Ct. U.S. 330,,,
Ann O'Connell,,2017-01-09,"Brian Lewis, et al. v. William Clarke (No. 15-1500)",2016 J. Sup. Ct. U.S. 417,,,
Sarah E. Harrington,,2017-01-17,"Midland Funding, LLC v. Aleida Johnson (No. 16-348)",2016 J. Sup. Ct. U.S. 438,,,
Rachel Meeropol,,2017-01-18,"Dennis Hasty, et al. v. Ahmer Iqbal Abbasi, et al. (No. 15-1363)",2016 J. Sup. Ct. U.S. 440,,,
Allyson N. Ho,,2017-02-21,"McLane Company, Inc. v. Equal Employment Opportunity Commission (No. 15-1248)",2016 J. Sup. Ct. U.S. 516,,,
Rachel P. Kovner,,2017-02-21,"McLane Company, Inc. v. Equal Employment Opportunity Commission (No. 15-248)",2016 J. Sup. Ct. U.S. 516,,,
Elizabeth B. Prelogar,,2017-03-20,"Joseph P. Murr, et al., Petitioners v. Wisconsin, et al. (No. 15-214)",2016 J. Sup. Ct. U.S. 591,,,
Ilana H. Eisenstein,,2017-03-20,"John Howell, Petitioner v. Sandra Howell (No. 15-1031)",2016 J. Sup. Ct. U.S. 592,,,
Nicole A. Saharsky,,2017-03-22,"County of Los Angeles, California, et al., Petitioners v. Angel Mendez, et al. (No. 16-369)",2016 J. Sup. Ct. U.S. 597,,,
Elaine J. Goldenberg,,2017-03-22,"No. 16-254. Water Splash, Inc., Petitioner v. Tara Menon",2016 J. Sup. Ct. U.S. 597,,,
Lisa S. Blatt,,2017-03-27,"No. 16-258. Dignity Health, et al., Petitioners v. Starla Rollins",2016 J. Sup. Ct. U.S. 615,,,
Deanna M. Rice,,2017-03-29,"No. 15-1504. Russell L. Overton, Petitioner v. United States.",2016 J. Sup. Ct. U.S. 620,,,
Sarah E. Harrington,,2017-04-17,"No. 16-605. Town of Chester, New York, Petitioner v. Laroe Estates, Inc.",2016 J. Sup. Ct. U.S. 668,,,
Elaine J. Goldenberg,,2017-04-18,"No. 16-529. Charles R. Kokesh, Petitioner v. Securities and Exchange Commission",2016 J. Sup. Ct. U.S. 670,,,
Ann O'Connell,,2017-04-19,"No. 16-240. Kentel Myrone Weaver, Petitioner v. Massachusetts",2016 J. Sup. Ct. U.S. 673,,,
Rachel P. Kovner,,2017-04-25,"No. 16-466. Bristol-Myers Squibb Company, Petitioner v. Superior Court of California, San Francisco County, et al.",2016 J. Sup. Ct. U.S. 698,,,
Nicole A. Saharsky,,2017-04-25,"No. 16-405. BNSF Railway Co., Petitioner v. Kelli Tyrrell, Special Administrator for the Estate of Brent T. Tyrrell, Deceased, et al.",2016 J. Sup. Ct. U.S. 698,,,
Julie A. Murray,,2017-04-25,"No. 16-405. BNSF Railway Co., Petitioner v. Kelli Tyrrell, Special Administrator for the Estate of Brent T. Tyrrell, Deceased, et al.",2016 J. Sup. Ct. U.S. 698,,,
Deanne E. Maynard,,2017-04-26,"No. 15-1195. Amgen Inc., et al., Petitioner v. Sandoz Inc.",2016 J. Sup. Ct. U.S. 700,,,
Erin E. Murphy,,2017-10-03,"No. 16-1161. Beverly R. Gill, et al., Appellants v. William Whitford, et al.",2017 J. Sup. Ct. U.S. 140,,,
Jessica R. Amunson,,2017-10-04,"No. 16-424. Rodney Class, Petitioner v. United States.",2017 J. Sup. Ct. U.S. 142,,,
Rachel P. Kovner,,2017-10-11,"No. 16-299. National Association of Manufacturers, Petitioner v. Department of Defense, et al.",2017 J. Sup. Ct. U.S. 173,,,
Morgan Goodspeed,,2017-10-31,"No. 15-1509. U. S. Bank National Association, Trustee, By and Through CW Capital Asset Management LLC, Petitioner v. The Village at Lakeridge, LLC.",2017 J. Sup. Ct. U.S. 226,,,
Loren L. AliKhan,,2017-11-01,"No. 16-460. Stephanie C. Artis, Petitioner v. District of Columbia",2017 J. Sup. Ct. U.S. 228,,,
Ann O'Connell,,2017-11-07,"No. 16-498. David Patchak, Petitioner v. Ryan Zinke, Secretary of the Interior, et al.",2017 J. Sup. Ct. U.S. 245,,,
Allyson N. Ho,,2017-11-27,"No. 16-712. Oil States Energy Services, LLC, Petitioner v. Greene's Energy Group, LLC, et al.",2017 J. Sup. Ct. U.S. 292,,,
Kristen K. Waggoner,,2017-12-05,"No. 16-111. Masterpiece Cakeshop, Ltd., et al., Petitioners v. Colorado Civil Rights Commission, et al.",2017 J. Sup. Ct. U.S. 328,,,
Ann O'Connell,,2018-01-08,"No. 141, Original. Texas, Plaintiff v. New Mexico and Colorado",2017 J. Sup. Ct. U.S. 409,,,
Elizabeth Murrill,Solicitor General,2018-01-17,"No. 16-8255. Robert Leroy McCoy, Petitioner v. Louisiana",2017 J. Sup. Ct. U.S. 432,,,
Erica L. Ross,,2018-02-20,"No. 16-1348. Michael Nelson Currier, Petitioner v. Virginia",2017 J. Sup. Ct. U.S. 512,,,
Elizabeth B. Prelogar,,2018-02-20,"No. 16-1495. City of Hays, Kansas, Petitioner v. Matthew Jack Dwight Vogt",2017 J. Sup. Ct. U.S. 513,,,
Kelsi B. Corkran,,2018-02-20,"No. 16-1495. City of Hays, Kansas, Petitioner v. Matthew Jack Dwight Vogt",2017 J. Sup. Ct. U.S. 513,,,
Kristin L. Davidson,,2018-02-21,"No. 16-9493. Florencio Rosales-Mireles, Petitioner v. United States",2017 J. Sup. Ct. U.S. 516,,,
Pamela S. Karlan,,2018-02-27,"No. 17-21. Fane Lozman, Petitioner v. City of Riviera Beach, Florida",2017 J. Sup. Ct. U.S. 537,,,
Ann O'Connell,,2018-03-21,"No. 17-387. Upper Skagit Indian Tribe, Petitioner v. Sharline Lundgren, et vir.",2017 J. Sup. Ct. U.S. 600,,,
Rachel P. Kovner,,2018-03-27,"No. 17-155. Erik Lindsey Hughes, Petitioner v. United States",2017 J. Sup. Ct. U.S. 618,,,
Rachel P. Kovner,,2018-04-16,"No. 17-530. Wisconsin Central Ltd., et al., Petitioners v. United States",2017 J. Sup. Ct. U.S. 670,,,
Allison J. Riggs,,2018-04-24,"No. 17-626. Greg Abbott, Governor of Texas, et al., Appellants v. Shannon Perez, et al.",2017 J. Sup. Ct. U.S. 695,,,
Sarah Baumgartel,,2018-10-02,"No. 17-6086. Herman Avery Gundy, Petitioner v. United States",2018 J. Sup. Ct. U.S. 141,,,
Teresa Ficken Sachs,,2018-10-03,"No. 17-647. Rose Mary Knick, Petitioner v. Township of Scott, Pennsylvania, et al.",2018 J. Sup. Ct. U.S. 144,,,
Jennifer D. Bennett,,2018-10-03,"No. 17-340. New Prime Inc., Petitioner v. Dominic Oliveira",2018 J. Sup. Ct. U.S. 144,,,
Brenda G. Bryn,,2018-10-09,"No. 17-5554. Denard Stokeling, Petitioner v. United States",2018 J. Sup. Ct. U.S. 169,,,
Erica L. Ross,,2018-10-09,"No. 17-766. United States, Petitioner v. Jason Daniel Sims",2018 J. Sup. Ct. U.S. 170,,,
Cecillia D. Wang,,2018-10-10,"No. 16-1363. Kirstjen M. Nielsen, Secretary of Homeland Security, et al., Petitioners v. Mony Preap, et al.",2018 J. Sup. Ct. U.S. 172,,,
Michele M. Vercoski,,2018-10-29,"No. 17-988. Lamps Plus, Inc., et al., Petitioners v. Frank Varela",2018 J. Sup. Ct. U.S. 223,,,
Ann O'Connell,,2018-10-30,"No. 16-1498. Washington State Department of Licensing, Petitioner v. Cougar Den, Inc.",2018 J. Sup. Ct. U.S. 226-227,,,
Ruth Botstein,,2018-11-05,"No. 17-949. John Sturgeon, Petitioner v. Bert Frost, in His Offcial Capacity as Alaska Regional Director of the National Park Service, et al.",2018 J. Sup. Ct. U.S. 250,,,
Lisa S. Blatt,,2018-11-06,"No. 17-1042. BNSF Railway Company, Petitioner v. Michael D. Loos",2018 J. Sup. Ct. U.S. 254,,,
Rachel P. Kovner,,2018-11-06,"No. 17-1042. BNSF Railway Company, Petitioner v. Michael D. Loos",2018 J. Sup. Ct. U.S. 254,,,
Erica L. Ross,,2018-11-07,"No. 16-1094. Republic of Sudan, Petitioner v. Rick Harrison, et al.",2018 J. Sup. Ct. U.S. 258,,,
Amy L. Weil,,2018-11-07,"No. 17-773. Richard Allen Culbertson, Petitioner v. Nancy A. Berryhill, Acting Commissioner of Social Security",2018 J. Sup. Ct. U.S. 258,,,
Lisa S. Blatt,,2018-11-27,"No. 17-1107. Mike Carpenter, Interim Warden, Petitioner v. Patrick Dwayne Murphy",2018 J. Sup. Ct. U.S. 300,,,
Lindsay S. See,Solicitor General,2018-12-03,"No. 17-419. James Dawson, et ux., Petitioners v. Dale W. Steager, West Virginia State Tax Commissioner",2018 J. Sup. Ct. U.S. 325,,,
Ann O'Connell,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2019-01-14,No. 17-1201. Thacker v. TVA,2018 J. Sup. Ct. U.S. 431,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-1201_3ebh.pdf,
Teresa Ficken Sachs,"Philadelphia, Pennsylvania",2019-01-16,No. 17-647. Knick v. Township of Scott,2018 J. Sup. Ct. U.S. 438,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-647_8n59.pdf,
Beth S. Brinkmann,"Washington, D.C.",2019-02-19,"No. 17-1594. Return Mail, Inc. v. Postal Service",2018 J. Sup. Ct. U.S. 506,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-1594_1an2.pdf,
Danielle Spinelli,"Washington, D.C.",2019-02-20,"No. 17-1657. Mission Product Holdings, Inc. v. Tempnology, LLC",2018 J. Sup. Ct. U.S. 508,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-1657_21o3.pdf,
Vanessa F. Malone,"Akron, Ohio",2019-02-26,No. 17-8995. Mont v. United States,2018 J. Sup. Ct. U.S. 535,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-8995_bq7d.pdf,The next 2 women are listed in their order of appearance
Jenny Ellickson,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2019-02-26,No. 17-8995. Mont v. United States,2018 J. Sup. Ct. U.S. 535,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-8995_bq7d.pdf,
Monica L. Miller,"Washington, D.C.",2019-02-27,No. 17-1717. American Legion v. American Humanist Ass.,2018 J. Sup. Ct. U.S. 539,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-1717_8n59.pdf,
Morgan L. Ratner,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2019-03-18,No. 18-281. Virginia House of Delegates v. Bethune-Hill,2018 J. Sup. Ct. U.S. 594,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/18-281_0pl1.pdf,
Sheri Lynn Johnson,"Ithaca, New York",2019-03-20,No. 17-9572. Flowers v. Mississippi,2018 J. Sup. Ct. U.S. 598,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-9572_2c8f.pdf,
Rachel P. Kovner,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2019-03-25,No. 17-1705. PDR Network v. Carlton & Harris Chiropractic,2018 J. Sup. Ct. U.S. 618,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-1705_d18f.pdf,
Allison J. Riggs,"Durham, North Carolina",2019-03-26,No. 18-422. Rucho v. Common Cause,2018 J. Sup. Ct. U.S. 620,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/18-422_3e04.pdf,
Morgan L. Ratner,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2019-04-15,No. 18-459. Emulex v. Corporation v. Varjabedian,2018 J. Sup. Ct. U.S. 688,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/18-459_j4ek.pdf,
Colleen E. Roh Sinzdak,"Washington, D.C.",2019-04-22,No. 18-525. Fort Bend County v. Davis,2018 J. Sup. Ct. U.S. 707,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/18-525_4gci.pdf,
Barbara D. Underwood,"Solicitor General, New York, New York",2019-04-23,No. 18-966. Department of Commerce v. New York,2018 J. Sup. Ct. U.S. 711,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/18-966_5hek.pdf,
Hannah S. Jurss,"Assistant Attorney General, Madison, Wisconsin",2019-04-23,No. 18-6210. Mitchell v. Wisconsin,2018 J. Sup. Ct. U.S. 711,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/18-6210_08l1.pdf,
Rosemary T. Cakmis,"Orlando, Florida",2019-04-23,No. 17-9560. Rehaif v. United States,2018 J. Sup. Ct. U.S. 711,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/17-9560_e18f.pdf,
Nicole A. Saharsky,"Washington, D.C.",2019-04-24,No. 18-489. Taggart v. Lorenzen,2018 J. Sup. Ct. U.S. 714,,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2018/18-489_m6io.pdf,
Sarah Schrup,,2019-10-07,"Kahler v. Kansas, 589 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 144,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth B. Prelogar,,2019-10-07,"Kahler v. Kansas, 589 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 144,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth Murrill,,2019-10-07,"Ramos v. Louisiana, 590 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 144,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Pamela S. Karlan,,2019-10-08,"Bostock v. Clayton County, Georgia, 590 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 146,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Jessica E. Méndez-Colberg ,,2019-10-15,"Financial Oversight and Management Board v. Aurelius Investment, LLC, 590 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 178,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Danielle Spinelli,,2019-10-16,Mathena v. Malvo,2019 J. Sup. Ct. U.S. 180,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Sarah E. Harrington,,2019-11-04,"Kansas v. Glover, 589 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 222,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Erica L. Ross,,2019-11-05,"Citgo Asphalt Refning Company v. Frescati Shipping Company, Ltd., 589 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 226,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Morgan L. Ratner,,2019-11-13,"Comcast Corporation v. National Association of African American-Owned Media, 589 U.S. _ (2020) ",2019 J. Sup. Ct. U.S. 249,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lisa S. Blatt,,2019-12-03,"Atlantic Richfeld Co. v. Christian, 590 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 294,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Kendall Turner,,2019-12-10,"Holguin-Hernandez v. United States, 589 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 329,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Morgan L. Ratner,,2019-12-10,"Holguin-Hernandez v. United States, 589 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 329,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Dale Cendali,,2020-01-13,"Lucky Brand Dungarees, Inc. v. Marcel Fashions Group, 590 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 402,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lisa S. Blatt,,2020-01-14,"Romag Fasteners, Inc. v. Fossil, Inc., 590 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 406,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Erica L. Ross,,2020-02-24,"Opati v. Republic of Sudan, 590 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 512,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Julie Rikelman,,2020-03-04,"June Medical Services v. Russo, 591 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 540,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth Murrill,,2020-03-04,"June Medical Services v. Russo, 591 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 540,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Erica L. Ross,,2020-05-04,"United States Patent & Trademark Office v. Booking.com, 591 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 678,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lisa S. Blatt,,2020-05-04,"United States Patent & Trademark Office v. Booking.com, 591 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 678,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Morgan L. Ratner,,2020-05-11,"Our Lady of Guadalupe School v. Morrissey-Berru, 591 U.S. _ (2020)",2019 J. Sup. Ct. U.S. 686,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Masha G. Hansford,,2020-10-05,Texas v. New Mexico,2020 J. Sup. Ct. U.S. 93,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Colleen E.R. Sinzdak,,2020-10-13,"City of Chicago v. Fulton, 592 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 124,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
