usCite,caseName,dateDecision
"","AMGEN INC., et al., PETITIONERS v. STEVE HARRIS, et al.","2016-01-25"
"","MELENE JAMES v. CITY OF BOISE, IDAHO, et al.","2016-01-25"
"","v. L. v. E. L., et al.","2016-03-07"
"","WEARRY v. CAIN","2016-03-07"
"","CAETANO v. MASSACHUSETTS","2016-03-21"
"","PUERTO RICO v. FRANKLIN CALIFORNIA TAX FREE TRUST","2016-06-13"
"","ZUBIK v. BURWELL","2016-05-16"
"","CRST VAN EXPEDITED, INC. v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","2016-05-19"
"","UNITED STATES v. TEXAS","2016-06-23"
"","UNITED STATES v. BRYANT","2016-06-13"
"","UNIVERSAL HEALTH SERVICES, INC. v. ESCOBAR, JULIO, ET AL","2016-06-16"
"","BIRCHFIELD v. NORTH DAKOTA","2016-06-23"
"","ENCINO MOTORCARS, LLC v. NAVARRO","2016-06-20"
"","KIRTSAENG v. JOHN WILEY & SONS, INC.","2016-06-16"
"","CUOZZO SPEED TECHNOLOGIES, LLC v. LEE","2016-06-20"
"","MATHIS v. UNITED STATES","2016-06-23"
"","STATE OF MONTANA v. STATE OF WYOMING AND STATE OF NORTH DAKOTA","2016-03-21"
"","JEFFREY WOODS, WARDEN, PETITIONER v. TIMOTHY ETHERTON","2016-04-04"
"","MCDONNELL v. UNITED STATES","2016-06-27"
"","DIETZ v. BOULDIN","2016-06-09"
"","SHAWN PATRICK LYNCH v. ARIZONA","2016-05-31"
"","DEBORAH K. JOHNSON, WARDEN v. DONNA KAY LEE","2016-05-31"
"","SCOTT KERNAN, SECRETARY, CALIFORNIA DEPARTMENT OF CORRECTIONS AND REHABILITATION v. ANTONIO A. HINOJOSA","2016-05-16"
"","MARYLAND, PETITIONER v. JAMES KULBICKI","2015-10-05"
"","CHADRIN LEE MULLENIX, PETITIONER v. BEATRICE LUNA, INDIVIDUALLY AND AS REPRESENTATIVE OF THE ESTATE OF ISRAEL LEIJA, JR., et al.","2015-11-09"
"","RANDY WHITE, WARDEN, PETITIONER v. ROGER L. WHEELER","2015-12-14"
"","SAMSUNG ELECTRONICS v. APPLE","2016-12-06"
"","PENA-RODRIGUEZ v. COLORADO","2017-03-06"
"","MANRIQUE v. UNITED STATES","2017-04-19"
"","SALMAN v. UNITED STATES","2016-12-06"
"","MANUEL v. CITY OF JOLIET","2017-03-21"
"","FRY v. NAPOLEON COMMUNITY SCHOOLS","2017-02-22"
"","STAR ATHLETICA, L.L.C. v. VARSITY BRANDS, INC.","2017-03-22"
"","CZYZEWSKI v. JEVIC HOLDING CORP.","2017-03-22"
"","SCA HYGIENE PRODS. AKTIEBOLAG v. FIRST QUALITY BABY PRODS., LLC","2017-03-21"
"","BOLIVARIAN REPUBLIC OF VENEZUELA  v. HELMERICH & PAYNE INTERNATIONAL DRILLING CO.","2017-05-01"
"","NLRB v. SW GENERAL, INC.","2017-03-21"
"","BANK OF AMERICA CORP. v. CITY OF MIAMI, FLORIDA","2017-05-01"
"","LIGHTFOOT v. CENDANT MORTGAGE CORP.","2017-01-18"
"","SESSIONS, ATT'Y GEN. v. MORALES-SANTANA","2017-06-12"
"","BRAVO-FERNANDEZ v. UNITED STATES","2016-11-29"
"","BOSSE v. OKLAHOMA","2016-10-11"
"","STATE FARM FIRE & CASUALTY CO. v. UNITED STATES, EX REL RIGSBY","2016-12-06"
"","BECKLES v. UNITED STATES","2017-03-06"
"","MOORE v. TEXAS","2017-03-28"
"","BETHUNE-HILL v. VA BD. OF ELECTIONS","2017-03-01"
"","COOPER v. HARRIS","2017-05-22"
"","LIFE TECHNOLOGIES CORP. v. PROMEGA CORP.","2017-02-22"
"","NELSON v. COLORADO","2017-04-19"
"","LEWIS v. CLARKE","2017-04-25"
"","EXPRESSIONS HAIR DESIGN v. SCHNEIDERMAN","2017-03-29"
"","GOODYEAR TIRE & RUBBER CO. v. HAEGER","2017-04-18"
"","ENDREW F. v. DOUGLAS CNTY. SCH. DIST. RE-1","2017-03-22"
"","MIDLAND FUNDING LLC v. JOHNSON","2017-05-15"
"","MATAL v. TAM","2017-06-19"
"","ZIGLAR v. ABBASI","2017-06-19"
"","SHAW v. UNITED STATES","2016-12-12"
"","HERNANDEZ v. MESA","2017-06-26"
"","MCLANE COMPANY v. EEOC","2017-04-03"
"","KINDRED NURSING CENTERS v. CLARK","2017-05-15"
"","PACKINGHAM v. NORTH CAROLINA","2017-06-19"
"","ESQUIVEL-QUINTANA v. SESSIONS","2017-05-30"
"","DEAN v. UNITED STATES","2017-04-03"
"","COVENTRY HEALTH CARE OF MISSOURI v. NEVILS","2017-04-18"
"","WHITE v. PAULY","2017-01-09"
"","MURR v. WISCONSIN","2017-06-23"
"","HOWELL v. HOWELL","2017-05-15"
"","MICROSOFT CORP. v. BAKER","2017-06-12"
"","IMPRESSION PRODUCTS v. LEXMARK INTERNATIONAL","2017-05-30"
"","CTY. OF LOS ANGELES v. MENDEZ","2017-05-30"
"","WATER SPLASH, INC. v. MENON","2017-05-22"
"","ADVOCATE HEALTH CARE NETWORK v. STAPLETON","2017-06-05"
"","TC HEARTLAND LLC v. KRAFT FOODS GROUP BRANDS","2017-05-22"
"","LEE v. UNITED STATES","2017-06-23"
"","TURNER v. UNITED STATES","2017-06-22"
"","HONEYCUTT v. UNITED STATES","2017-06-05"
"","PERRY v. MERIT SYSTEMS PROTECTION BD.","2017-06-23"
"","TOWN OF CHESTER v. LAROE ESTATES","2017-06-05"
"","CAL PUBLIC EMPLOYEES' RETIREMENT SYS. v. ANZ SECURITIES","2017-06-26"
"","KOKESH v. SEC","2017-06-05"
"","HENSON v. SANTANDER CONSUMER USA INC.","2017-06-12"
"","TRINITY LUTHERAN CHURCH v. COMER, DIRECTOR, MISSOURI DEPARTMENT OF NATURAL RESOURCES","2017-06-26"
"","WEAVER v. MASSACHUSETTS","2017-06-22"
"","MCWILLIAMS v. DUNN","2017-06-19"
"","DAVILA v. DAVIS","2017-06-26"
"","BRISTOL-MYERS SQUIBB CO. v. SUPERIOR COURT OF CA.","2017-06-19"
"","BNSF RAILWAY CO. v. TYRRELL","2017-05-30"
"","SANDOZ INC. v. AMGEN INC.","2017-06-12"
"","MASLENJAK v. UNITED STATES","2017-06-22"
"","BUCK v. DAVIS","2017-02-22"
"","MICHAEL DAMON RIPPO, PETITIONER v. RENEE BAKER, WARDEN","2017-03-06"
"","NORTH CAROLINA v. COVINGTON","2017-06-05"
"","VIRGINIA, et al. v. DENNIS LEBLANC","2017-06-12"
"","CHARLOTTE JENKINS, WARDEN v. PERCY HUTTON","2017-06-19"
"","PAVAN v. SMITH","2017-06-26"
"","SESSIONS v. DIMAYA","2018-04-17"
"","EPIC SYSTEMS CORP. v. LEWIS","2018-05-21"
"","JENNINGS v. RODRIGUEZ","2018-02-27"
"","GILL v. WHITFORD","2018-06-18"
"","CLASS v. UNITED STATES","2018-02-21"
"","DISTRICT OF COLUMBIA v. WESBY","2018-01-22"
"","HAMER v. NEIGHBORHOOD HOUSING SERVICES OF CHICAGO","2017-11-08"
"","NATIONAL ASSOCIATION OF MANUFACTURERS v. DEPARTMENT OF DEFENSE","2018-01-22"
"","JESNER v. ARAB BANK, PLC","2018-04-24"
"","AYESTAS v. DAVIS","2018-03-21"
"","WILSON v. SELLERS","2018-04-17"
"","U.S. BANK NATIONAL ASSOCIATION v. VILLAGE AT LAKERIDGE","2018-03-05"
"","ARTIS v. DISTRICT OF COLUMBIA","2018-01-22"
"","MERIT MANAGEMENT GROUP, LP v. FTI CONSULTING, INC","2018-02-27"
"","PATCHAK v. ZINKE","2018-02-27"
"","HUSTED v. A. PHILIP RANDOLPH INSTITUTE","2018-06-11"
"","CYAN v. BEAVER COUNTY EMPLOYEES RETIREMENT FUND","2018-03-20"
"","MASTERPIECE CAKESHOP, LTD. v. COLORADO CIVIL RIGHTS COMMISSION","2018-06-04"
"","CARPENTER v. UNITED STATES","2018-06-22"
"","MURPHY v. NATIONAL COLLEGIATE ATHLETIC ASSOCIATION","2018-05-14"
"","RUBIN v. ISLAMIC REPUBLIC OF IRAN","2018-02-21"
"","OIL STATES ENERGY SERVICES, LLC v. GREENE’S ENERGY GROUP, LLC","2018-04-24"
"","SAS INSTITUTE INC. v. IANCU","2018-04-24"
"","MURPHY v. SMITH","2018-02-21"
"","MARINELLO v. UNITED STATES","2018-03-21"
"","DIGITAL REALTY TRUST v. SOMERS","2018-02-21"
"","DUNN v. MADISON","2017-11-06"
"","KERNAN v. CUERO","2017-11-06"
"","FLORIDA v. GEORGIA","2018-06-27"
"","TEXAS v. NEW MEXICO AND COLORADO","2018-03-05"
"","BYRD v. UNITED STATES","2018-05-14"
"","COX v. UNITED STATES","2018-06-22"
"","DALMAZZI v. UNITED STATES","2018-06-22"
"","HALL v. HALL","2018-03-27"
"","ORTIZ v. UNITED STATES","2018-06-22"
"","MCCOY v. LOUISIANA","2018-05-14"
"","ENCINO MOTORCARS, LLC v. NAVARRO","2018-04-02"
"","NATIONAL INSTITUTE OF FAMILY AND LIFE ADVOCATES v. BECERRA","2018-06-26"
"","CURRIER v. VIRGINIA","2018-06-22"
"","MINNESOTA VOTERS ALLIANCE v. MANSKY","2018-06-14"
"","OHIO v. AMERICAN EXPRESS CO.","2018-06-25"
"","JANUS v. AMERICAN FEDERATION OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES, COUNCIL 31","2018-06-27"
"","CITY OF HAYS, KANSAS v. VOGT","2018-05-29"
"","ROSALES-MIRELES v. UNITED STATES","2018-06-18"
"","UNITED STATES v. MICROSOFT CORP.","2018-04-17"
"","LOZMAN v. CITY OF RIVIERA BEACH, FLORIDA","2018-06-18"
"","DAHDA v. UNITED STATES","2018-05-14"
"","THARPE v. SELLERS, WARDEN","2018-01-08"
"","BENISEK v. LAMONE","2018-06-18"
"","in re UNITED STATES","2017-12-20"
"","CNH INDUSTRIAL N.v. v. REESE","2018-02-20"
"","MONTANA v. WYOMING","2018-02-20"
"","KISELA v. HUGHES","2018-04-02"
"","WISCONSIN CENTRAL LTD. v. UNITED STATES","2018-06-21"
"","WESTERNGECO LLC v. ION GEOPHYSICAL CORP.","2018-06-22"
"","SOUTH DAKOTA v. WAYFAIR","2018-06-21"
"","LAMAR, ARCHER & COFRIN v. APPLING","2018-06-04"
"","LAGOS v. UNITED STATES","2018-05-29"
"","WASHINGTON v. UNITED STATES","2018-06-11"
"","SVEEN v. MELIN","2018-06-11"
"","UPPER SKAGIT INDIAN TRIBE v. LUNDGREN","2018-05-21"
"","UNITED STATES v. SANCHEZ-GOMEZ","2018-05-14"
"","CHINA AGRITECH, INC. v. RESH","2018-06-11"
"","HUGHES v. UNITED STATES","2018-06-04"
"","KOONS v. UNITED STATES","2018-06-04"
"","LUCIA v. SEC","2018-06-21"
"","PEREIRA v. SESSIONS, ATT'Y GEN.","2018-06-21"
"","CHAVEZ-MEZA v. UNITED STATES","2018-06-18"
"","ABBOTT v. PEREZ","2018-06-25"
"","ANIMAL SCIENCE PRODUCTS v. HEBEI WELCOME PHARMACEUTICAL CO.","2018-06-14"
"","TRUMP, PRESIDENT OF U.S. v. HAWAII","2018-06-26"
"","COLLINS v. VIRGINIA","2018-05-29"
"","AZAR v. GARZA","2018-06-04"
"","NORTH CAROLINA v. COVINGTON","2018-06-28"
"","SAUSE v. BAUER","2018-06-28"
"","SEXTON v. BEAUDREAUX","2018-06-28"
